Категория,Значение
B,903750.7425882019
D,343909.7072041555
D,457599.8343830191
B,949696.5241265089
D,330760.292283948
C,737871.5746766262
B,708789.9372032299
C,308265.8545970304
B,235507.56536038397
A,620496.8058093472
A,670930.1274636361
A,574324.5159243168
D,108794.57058170217
B,490100.35632301716
A,768935.4222542654
D,695200.7636434499
C,934167.3232038966
A,956414.8785991685
D,34831.1288643387
D,240999.12306993498
C,417440.84757759725
D,853349.0063492053
C,168731.34101938814
B,774933.2565964246
C,840815.3416203322
C,582348.5197302958
A,68735.27294275406
C,15510.148973670424
B,669812.1510636546
B,440493.32733428583
A,125784.12461689004
B,967358.7811442431
B,187175.7282790105
A,535096.426225232
D,269358.6788853294
A,551557.0340968224
D,982918.1017741004
C,617485.700286595
C,211952.77298061177
A,386738.4600261655
B,120449.9348085697
A,28252.982084386647
A,112107.60381420825
C,495163.6118155647
B,324475.76083606854
D,362059.7590503885
D,359075.45023489004
C,441933.1352221054
C,814313.9918921104
D,482653.63641003665
C,185653.68660622684
C,151300.68948894614
D,379524.26409209793
B,243497.49604488214
C,125988.00291350643
B,190871.946120048
B,839672.918468183
D,432335.67484105896
A,64161.68152355673
A,513565.86614828615
C,738856.8348371552
D,244525.1753362083
B,661565.7336423415
A,296796.29458901833
A,236584.36537369288
C,574784.9732444353
B,670964.8258462908
D,84360.33882401083
D,233227.20177958856
A,356466.30605266104
B,367604.82665859285
A,864670.4865987415
B,239919.71640947985
C,485855.875991386
D,988527.8147000078
D,845441.5876806094
D,497501.4107484138
D,756566.4530728149
C,611916.9767771746
C,628980.7225182502
A,80775.6842679066
B,768823.6613035371
A,302528.34986642207
B,764819.0409080326
B,24819.198232170158
D,598811.0385439412
B,396341.2651113268
B,466666.1003849458
C,972231.5411264395
A,123965.8244266355
B,669530.3827212732
B,201256.48887353486
A,642849.6516389487
C,120517.66828744815
B,51035.25829470068
B,734587.0298380407
B,839268.3512257878
A,432053.47350062773
C,53537.295738402936
A,110533.17961543285
B,254495.89292748232
C,517294.31578563224
C,69746.8186394865
D,368761.20554467774
C,420139.22288744786
B,211085.04989524168
D,104506.83207726853
D,808887.2479024221
C,871472.5597320687
D,101208.70150410854
C,330319.39808821207
A,592501.653403072
D,847871.7945585602
B,985345.8847825192
B,996880.3816521156
B,938616.2434953436
D,358360.94931311015
A,674388.5748291565
B,303956.62682042335
C,812628.1448770899
A,631511.1987669349
B,417600.4863407147
B,607037.2479199833
B,866294.0485755344
A,751420.8431623265
D,22309.13611994978
A,926839.8696405148
A,181409.18263134963
D,382942.822537064
D,195409.37957959858
C,789164.971732449
A,383692.452435872
A,829286.2325405475
D,688671.2679605072
C,632882.295730351
A,465238.33617382013
D,571850.5792129071
D,167764.67193623178
C,276017.6812133983
D,991706.9659604802
A,755248.717245987
B,631716.3608261836
B,566965.6868300083
B,773720.5271502037
A,288846.1300951303
B,21299.027428163918
D,238713.9763400543
A,49699.07365470283
D,106001.96560267305
A,116546.15829002623
A,835302.9902998785
D,786007.5090286792
C,122099.7556669996
D,55197.26751848486
C,466597.49775489746
C,881135.7824231826
A,509395.75736991706
B,719960.1492583301
C,860020.9491239293
B,291875.60265200085
B,181284.39632413496
C,195592.26997013867
A,77977.66186430011
C,528102.9503930785
A,150349.60928528107
C,828397.7344304342
B,123004.22817566137
C,405220.9105205135
D,247860.2144356803
C,47544.718400125974
A,760917.7830472167
C,749630.6493746605
D,342908.7766883151
A,365107.41057239514
C,595816.8040740546
B,808542.5952213741
B,91693.20220676214
D,84065.72662322209
A,738346.2724540486
D,490307.2131922901
A,547558.7877539009
B,192005.5065529217
C,218539.70410932723
A,839266.6871180185
A,336087.96708665433
D,945638.4571802896
C,562330.8844416733
A,539411.6214912281
B,299992.41091156326
C,830489.3486547996
A,213025.49885115118
C,891504.4306744306
D,504240.2443477354
A,619563.9927149602
D,818049.9694196852
B,799883.5045338429
B,594597.0113551191
A,566142.2530716442
A,371707.1430743467
D,429767.46615942684
B,165255.82765383017
B,605948.9305970037
B,633876.2135466966
D,438249.77653898275
A,743607.7641150529
B,132747.14618552185
A,801328.762902295
D,529037.2674357148
B,475247.4043249727
B,177099.46049391644
C,517570.98046372307
C,377162.11612253636
B,154650.97945707594
A,561746.5996575169
D,228606.45874007922
B,76768.74420258206
A,472328.81085117086
C,62831.485127155196
B,641673.1067954861
A,278224.3226759461
C,759052.0007237252
B,147985.46372175147
C,405061.09504337795
C,558206.2447133833
D,892645.331228431
A,562533.5899728454
D,984442.1387996917
D,781116.6421237527
B,846914.0274045675
B,878013.0557027666
C,189603.41081318166
A,932708.0612121072
C,15007.930745252641
B,739555.0162009237
A,289601.31497746013
D,343330.26949523704
B,188296.3824189825
B,519252.232961702
C,923860.9702381733
A,36358.44625279905
B,746211.4807139509
D,984183.1305729424
C,524952.6205492028
B,9629.64381362752
B,372027.99260301935
D,321688.4169865701
B,174407.99496128046
A,892541.9366217983
D,286747.22345825797
B,179568.3786148926
D,76678.55031178838
D,137121.25108936644
B,68712.21981914988
D,612321.0110786797
D,304570.3396561048
C,181085.2023974543
A,313014.693457439
A,553600.4520754751
A,657242.6177922353
A,266264.47029896296
B,325726.290645828
A,862992.10620241
B,9341.234879006288
B,468126.7169776797
C,945754.3094658068
B,158500.20349652483
C,361568.51880016795
B,310818.259616297
C,296347.89339566004
A,552438.3380093233
D,228756.25328507743
D,558180.4859822677
D,769097.2319256979
D,963246.9047333316
D,467147.25440591574
D,752991.4440754972
A,213412.81404046985
B,224584.52222729742
D,125680.05223412304
D,504418.12315561064
D,365672.2895541794
C,849307.5601229866
B,107180.63172308501
D,872882.1425582254
A,113499.98194474708
B,597891.8843399081
B,989924.5884061597
D,996572.9818347857
A,460659.3315453763
C,99871.23675112642
D,410069.5074801859
A,435090.94529650005
B,739286.6262112296
B,349055.6552529787
D,858122.8725557125
C,733802.0806499284
C,837849.9216604744
A,658995.8638650413
C,694356.9702605286
C,210634.94584251763
C,566303.170037044
B,200373.03813849384
B,883682.3270731984
D,426117.3270334518
D,111642.49408856686
D,15652.549743234822
D,983558.9129311916
B,92821.1419988184
A,500276.99950121104
D,147261.46027221254
C,436796.02070241806
A,995675.4712957257
B,447919.1671294374
A,968786.5657859338
C,27905.987015773513
C,864634.3108084396
C,4097.370246453846
B,424186.9149585394
D,851453.786736477
B,115159.40522305667
B,906294.9783454941
A,571838.8531037556
D,989589.9751815957
A,251896.23701888975
D,433736.73306179105
C,105983.29211514212
B,978189.7767684007
C,181770.81542427276
B,51291.38426833246
C,608664.6807215845
A,769386.4112301354
B,956149.7241328056
C,509918.6428223261
C,41052.977252317825
D,981884.7755749623
D,445563.15519927535
C,432773.4460284266
A,536924.1257652624
D,188105.25092753948
B,654399.2061195418
D,852188.765396338
C,917712.9717889234
B,926176.6716691875
B,610410.0164377968
A,956753.1703264829
A,866833.4666357785
A,225832.55803202683
A,633110.4881801914
C,896894.6710979484
C,903697.4656566392
C,340557.1026368024
C,734990.59876788
B,507373.77260710724
A,684737.058394705
D,55867.45566729678
A,299474.1119724221
C,87975.56311654586
D,320538.82152046345
D,749425.4236116633
B,364209.7194347108
C,945019.712571135
B,672326.2137780454
D,729583.367952111
A,860428.672477225
C,299093.1705337303
A,521824.5358016628
C,332629.48845859186
D,831762.8436547983
B,535513.0524116769
D,960646.658312745
B,653513.9800013108
B,605128.8921407493
D,790819.2736196866
B,747011.3832615331
B,734256.8456061851
A,403188.8728458921
D,900182.8961226983
D,239781.24336250272
D,701293.3030375695
A,531186.963731996
D,220033.0008737714
C,850508.4175299071
A,553071.0991266505
D,803502.9107789795
D,813830.7008538139
D,538967.1178795567
D,892459.7011888366
A,996458.173827998
D,514244.5608041539
A,485005.6486635017
A,46278.64321290764
D,223870.2971471177
A,243452.29954100578
B,601161.5410374788
C,4713.751241378294
B,855263.5582256782
A,29671.825881776193
B,691696.0797907183
A,819555.8390067305
C,682775.9946648306
B,63341.34256719537
D,842130.883096227
C,21610.570380131034
B,956306.7113631826
D,268922.821197214
A,832138.2489745592
B,141566.06160958417
C,332639.80399231584
C,563797.3078831529
B,950585.2655709719
A,537801.9013947925
C,454073.35090182355
D,255163.81011661992
A,370394.10359021183
A,738587.6851339786
C,749607.5951005691
C,439117.1458437357
C,952047.5510893654
B,776229.6806306217
C,201733.6085581214
C,924182.7645120893
C,699999.9144487873
B,799079.1624264808
C,775291.2905079902
A,414709.4409674079
A,713922.5912162473
D,757024.4372736282
C,514733.36411205586
C,114533.20429559344
B,962451.6207624369
C,677663.9956333581
A,959462.3799120964
D,929236.4421095969
A,837182.7038832869
D,204366.2844307641
C,602710.1352319748
C,582127.9719666941
B,471056.20916747046
D,708051.3544865244
B,977779.7249453448
B,826728.9503983271
D,503659.3443997691
D,559644.6351340965
A,670995.8395393784
B,744324.5242245273
C,212049.27500202032
D,418495.9334474821
D,182110.02103253503
C,954893.3854932847
B,911585.4685335035
C,628106.4210714243
B,116905.69303327758
C,852183.3960616923
D,568103.6309232219
A,247563.03804314727
A,440092.6362338262
D,463307.92632265494
A,6350.352015955685
A,794564.5714130389
B,37025.997043528936
C,630430.0206983334
A,541511.5043075944
A,237608.01303572365
B,353492.7922155202
C,293761.6361039841
D,389537.7540936482
B,305081.53664455836
B,217206.84156340754
B,431812.81518343475
B,691425.942606128
A,117441.2316465986
A,851028.2164393256
D,81323.94227008344
C,217942.9242657762
D,607952.5120031186
A,840070.0920388674
C,11437.921071903334
B,515792.7940658294
A,546446.0822598375
C,964781.9714237535
B,625550.2191273643
C,594541.6194269141
A,425099.36319700524
B,636432.9353188466
A,934464.720793744
C,392225.75203656417
D,243639.15621423637
D,25574.57628764559
B,231902.38919786143
C,109706.10125126013
C,946918.314308672
A,578221.2293828749
D,752997.7654345282
B,611682.3218002407
D,102860.61378375278
A,764570.1768875206
A,847980.9171806369
D,4747.0220120992
C,979804.9135256073
D,497331.89159463975
C,472121.7657034202
D,222319.473345171
A,435295.3610292729
C,156375.24256925494
D,593992.9832088613
C,708947.7864512281
D,948163.2858951691
B,465233.76708522
A,763925.3335895637
C,452411.4260900369
C,67472.32720495733
A,67188.54901983551
A,170019.04225344944
B,327734.38478338555
A,227702.20970663446
A,806275.4127685612
D,723253.7253274883
A,416517.8419158191
B,493390.6719603538
C,748820.4188642235
A,501580.67491417227
B,579316.6434024884
A,672632.6664834585
D,268120.67841710366
B,263931.0852478191
A,6282.715758653135
B,815585.0337311515
D,195469.13828157942
C,987812.7133073072
C,225496.72309569345
C,547600.2437146392
B,1717.0995764530517
B,156386.00647939392
D,828696.8230296555
C,185358.9175996395
B,266644.4069455278
B,532671.5690337978
B,601927.0650191233
C,86791.87640397745
D,354097.30986049026
C,997164.036005409
C,888766.1286176333
C,320033.2756812988
D,89642.90872471491
A,128998.70086977338
C,382249.5599226308
A,726987.5888699949
A,17121.802836158717
C,270721.8103427371
A,157286.02075508857
C,667295.6159279566
D,278071.191594087
A,573828.0768778936
A,131976.6536484087
C,673444.3609675912
C,567880.4697746891
A,745620.5826326197
B,631105.1949932844
A,875636.9215616658
D,25804.62584178278
A,830116.0007725921
D,723991.9509123031
C,27984.34449090914
A,931462.7675394934
B,266594.16720108065
D,318943.99148155184
D,527940.7103717136
C,162688.60546674678
A,129221.22923930401
B,25982.41278386504
C,55234.4561283783
D,938285.3169594049
C,628435.5427389541
B,183555.11548993565
C,457841.54948149325
A,991786.52685335
C,604787.5838740716
C,231703.4989691854
B,85977.20260766761
B,250737.2921898394
C,114881.29509991297
D,439226.3393182013
C,771405.054868466
C,331418.5294083453
D,205243.4821349247
D,346532.9724743116
C,603771.0182333839
A,541893.4570616881
D,856117.9981905316
B,972964.8753578415
B,139988.09810544288
A,585503.7243496733
C,45541.55814607541
B,701027.0210248546
A,760960.1998616698
C,739440.5541391978
D,124650.77164228944
A,492504.1665493756
A,784713.0674218715
B,391079.7606536179
B,978207.3248091893
A,318277.7585552716
A,837439.0237870369
B,19472.97023254624
D,879916.8275545049
D,309377.88627972774
B,957517.5780560229
C,949498.81053622
C,646722.2777913209
C,158210.68678725036
B,680109.8299682547
B,689569.2779517081
C,54567.53751985499
A,403447.3950448645
C,762323.073372241
B,217203.67670999464
D,344573.41838102083
D,357578.0154404096
D,711536.1218724925
D,707804.2506678163
B,838457.2211199272
A,740031.2790478286
B,907028.2527294188
C,94483.3494052706
D,947089.4342436031
D,961908.4808930912
B,119973.42612491024
C,94422.05562370509
B,899549.5453079733
C,436119.480981054
A,771307.1006009904
B,764169.0928438078
D,787467.4761794526
A,403406.63124870433
C,926153.5239731164
B,440727.30780695943
D,935474.4755490465
C,859094.4565989864
D,135281.71108504327
B,859172.5990250848
B,325042.9443990951
D,114685.38726020494
C,660515.3062933418
D,927442.1890012186
A,312875.11519277724
D,179129.39863304945
A,132046.60493888886
B,268226.57526813
B,760166.3542681062
B,862710.2156364975
D,354134.5796006441
D,280762.43952005473
C,670630.514360887
C,621682.1128026075
D,428406.22315728635
B,645950.4340972219
A,436337.2127551145
D,958050.894669384
C,996679.4678928705
A,187422.7484979949
B,843611.3498075174
C,408476.6711321165
C,737753.3115516724
A,797808.8680582518
B,788862.63349386
D,856274.2515476082
C,304625.34692694177
A,352334.9182047738
C,940166.1910513459
D,593147.7112798558
C,768662.4855744549
D,825564.2548635091
C,180223.3028547079
D,411496.0349544266
C,96205.1610573319
B,315482.339037209
D,142977.49490152544
D,550043.7137971383
B,347567.7334179321
D,499525.66694133816
C,139990.78456779223
D,400798.7083895212
A,596970.8508514564
B,182964.12805091377
B,14052.158013244441
A,2173.2831811025476
D,272139.27999075473
A,922384.6910196762
C,368656.4955265304
A,144317.0657615601
B,682576.8219346908
A,477112.4906090741
A,686756.4276255546
D,147160.52208371155
A,153756.13888385918
B,819071.1183633687
D,643413.9874367695
A,630830.6871700111
B,34129.947117111704
A,68953.6832673714
B,979807.5291115016
B,990321.2195418698
A,230100.59666082548
B,971597.444398866
B,475577.4338034425
B,702918.3444170239
B,196052.8585696768
D,282624.76494792645
B,633026.9376299278
B,187239.1351967523
C,210353.6227838946
D,898338.9856216323
B,152053.40027397097
B,175502.37928527003
C,858106.3532756949
C,206918.23013077304
A,309997.3923525029
B,807530.9222030372
A,304841.13717003446
A,948764.7844768129
C,908816.1697482585
A,28834.066001285464
A,275322.60236831
D,181991.61642140403
C,905210.9006067273
D,132410.64051318064
B,405832.30818379734
A,523294.08310435986
D,447277.163574342
B,78590.19934137267
B,372786.0170066132
A,309787.10112074803
D,992853.5543796752
B,293992.30304455315
A,233005.69503759695
D,960320.7283779021
D,469120.76636956015
A,682797.6202381983
B,46188.84186145855
C,779748.5897859671
D,127862.81423246348
A,852742.219537675
D,596212.2505302186
C,913052.8702005582
D,912486.7905994403
B,473834.61249968794
A,997871.2921385062
C,860288.5810953534
A,150962.1701969055
A,347173.4057489657
A,488906.34842121415
B,758375.405383088
B,584191.7369698663
B,334169.4379249767
A,379869.532314396
D,40053.03500744739
A,18902.312667037346
C,556040.1161458407
D,73856.28667851718
C,688349.5474728029
D,258112.17998743596
D,841919.9462398434
A,477588.00415681413
D,585636.8168849588
D,111419.95172864261
C,645442.8574612336
C,996793.0644276063
D,500898.18729832035
A,201285.950791375
A,792126.4908539845
B,797388.7674986804
A,905278.8430960055
C,653240.339597945
A,799778.6680950106
D,12278.634045695624
A,143667.77121512397
B,946591.0750771969
D,494757.03135405516
C,637508.8977769149
D,817594.2618291803
B,418116.24638386513
A,255256.16764983462
D,776997.8414586287
D,632458.7028448388
D,857880.3581222637
A,322464.3706710648
C,346199.83074701985
B,87398.62711442803
D,661563.4205994442
D,249801.37866956598
C,230690.24412012508
A,31999.65614174405
A,34163.23087181372
A,695345.1897528364
A,367172.63751620566
D,340706.2099133933
B,974079.8867497086
C,658778.9216640377
B,326945.7596235237
D,622919.3974671835
C,524471.9231536763
D,614188.4589779456
D,839496.8744759472
A,239735.96695148747
A,456812.18352912413
A,266544.52679884364
C,446697.30882599636
D,497686.499570863
A,441054.7324020565
A,612402.9654419258
B,509522.0475076514
C,394081.34964695876
A,560333.1437630908
C,226084.6147596558
A,810611.5835139428
A,279706.4709486566
C,197320.98409383502
B,995293.8872632855
D,935867.8245406074
C,120806.3981588221
B,33886.19449848962
A,491602.8055359144
C,27363.072317065806
C,234642.04864815707
C,450314.4607459169
C,935910.0902739987
C,830801.1776467517
D,904409.1686967906
B,85186.78662409529
D,595962.7237783074
D,423444.3015190006
C,358503.73656323296
A,401259.59715131344
B,875383.6392392005
B,686823.2567978834
A,289203.2917176193
C,893809.943377984
A,569630.0775850882
C,666878.2868767803
A,875872.8252314648
A,104888.15624412117
D,399861.6797060801
D,937090.0001669045
D,621576.2770298166
C,626569.0132927075
A,579550.9527052629
D,708951.1018783445
D,802973.0772808063
C,756426.9729787712
D,10688.238741499712
D,847163.501731251
B,757617.5580209513
C,728805.1939093485
D,774407.3695849978
A,979869.9798331404
A,689980.9472999853
A,108174.13452058111
A,475300.6567604221
B,784504.0258599358
C,157227.42556112257
D,467984.3927879562
D,359428.59988340724
B,785340.4934979979
D,777299.9120372053
D,379908.2495371967
D,167347.5477929528
C,41272.816039279234
D,95765.03382102141
B,307061.9991647369
B,314269.4703364327
D,38838.49410600404
B,457288.72788843745
B,235591.81081919745
A,442403.21361696965
B,441268.75960073253
D,447698.8541098281
D,319045.1141973366
C,735461.654094283
A,547517.2873606296
B,506798.1398852518
C,819148.281350746
C,500999.1926591456
D,489899.77645589254
B,210624.6011378412
D,154441.02360688016
B,760164.5055697185
B,733639.4128103802
C,170836.55060780956
B,811204.4065352973
B,580262.1528725848
B,456759.05045358813
D,859145.0884407528
D,499837.57315042586
B,271858.72726125317
D,5515.7260579965505
C,885769.2635720697
C,790939.6103209624
D,351139.1702968003
B,375855.94123692944
D,29495.459378282463
A,984510.8472496236
B,319520.04911441455
A,524497.5887895396
D,802886.9216401395
D,696147.8448619995
B,930940.5944019884
B,358106.66712299845
D,285375.7470803392
C,317762.7126311359
D,151310.19831838
C,953877.4650206396
C,842288.3022615422
A,396034.01490828727
A,593681.394699929
D,540378.3798186735
A,427667.8387824846
C,200482.1372567247
C,399941.277786244
A,347992.07867495896
B,133093.9637304266
B,418470.77624909114
C,853477.0261256661
D,700084.3650764948
C,570748.6041086281
D,502096.6126175176
C,184203.68132126174
D,903615.9082798903
C,914448.4294825062
C,344961.7992745736
A,857368.8289616022
A,884279.0399594893
B,914917.8672601315
B,94999.67784620756
C,546701.1300358666
A,365729.9353358345
B,870660.8196528781
D,104845.67284899771
A,918570.2598657323
D,433326.8797149159
B,211132.3964585281
B,666986.9830478524
C,389072.42451648804
A,551988.9065735666
A,929443.3283392772
A,677141.1297361964
B,536541.6286750892
C,687728.6111001393
A,759406.3786918947
A,40951.32247929856
B,638801.7629593301
B,234487.9414930483
D,616861.4116522796
D,654999.2628177976
A,162521.65444169287
A,835656.057727871
A,256894.33750891223
B,470263.4197779747
A,629122.270690002
D,302691.02814164705
D,864538.6081044121
B,570648.566586565
A,898469.8743143253
D,699328.7059419953
A,691118.5466682962
A,195383.18642247343
B,967182.2457012022
D,731086.2420182267
A,784957.9460362293
B,683607.5631383316
C,793370.1359330736
D,917009.6431406323
C,232591.75494936
B,6932.399561787594
C,278850.53940054803
C,344783.1789740292
C,545723.1794997042
B,795765.8326757461
B,193748.3660231819
A,822837.3996569783
A,237626.59258225415
B,324730.2463849724
A,297221.1409218667
C,791625.2150564102
D,547802.8187501521
D,723664.4529678412
C,354656.95866967394
A,156160.2783957905
A,520325.9698747921
B,526592.8618998537
B,659288.3318418183
A,497832.4159599021
D,633639.2425158295
A,521699.87646911095
A,527533.9046680551
B,113987.56633780283
A,228915.95763638028
A,66469.95169397906
B,714960.0992981795
D,51336.598801497326
C,18183.094012641843
B,223380.32344380865
A,925989.7439444648
A,201344.24544693786
B,905769.9607024271
C,996256.3686443552
C,801491.795221059
A,488627.48787162156
A,896904.4892238631
D,295053.4034116291
B,433252.92565191054
D,956473.0349562735
A,949843.7565527732
A,296453.43277581525
D,807774.037994734
B,271559.2394074912
D,236846.9108871053
D,643619.1021533398
B,915559.5889823721
A,301530.70364291314
B,640791.6294385226
C,395305.56661725615
A,132470.06966589636
A,742102.496367879
D,436519.146238817
B,502316.3171398245
C,276309.62248277356
D,761555.2692808744
B,492075.0221397064
A,782564.917903306
A,639076.1094914029
A,918225.3511257768
A,66225.14347137487
A,437412.1769267836
A,47574.484428812626
D,10828.326716101566
C,683519.337720188
A,708315.8386882166
A,190089.95131932193
D,405221.69228900375
C,601613.6022798982
A,333064.4894731606
D,921559.3825378966
B,350973.83315400477
C,48425.70420483994
D,768758.5617933
B,864147.3868494976
C,825970.1110426901
D,901862.6621091557
C,531177.3692831945
B,26044.714507672983
D,546327.1005378338
B,930464.4706457261
D,440218.38942060963
C,680406.6248446703
D,503833.7904605855
B,937777.7506463208
C,998434.6539052838
C,558592.7818976414
A,906144.6659729647
B,731519.2439883552
C,310502.44135995774
B,866421.2735396104
C,115498.73088126595
B,610524.182762012
B,17507.364704562155
B,871440.8523852784
C,354878.3790951839
B,538296.2093336332
A,421313.94164467516
B,503986.75610209
C,381729.40626744024
D,520864.5578415576
A,180033.9622807202
D,503565.3802353922
B,336398.6734083474
B,265208.4078985808
C,125354.08651663981
A,834353.1897682188
A,675552.6508687426
A,904215.9215089839
B,13995.134513489216
C,677528.1589582214
A,636249.3418771746
B,139433.279148392
B,949495.420182206
C,334852.0975364858
B,124083.54205402073
A,520095.9921211833
D,393274.8572880703
A,400345.0940208827
A,544270.1975023496
B,769876.095452149
C,900836.6307927517
A,935971.4209590976
B,743858.3845097197
B,751560.9378852119
B,868107.3037536513
