Категория,Значение
C,854701.7174485592
C,715709.7215954313
D,232440.89693209625
D,238546.99423890558
A,291071.2845121557
B,482194.20687390433
C,732792.8298151788
A,126980.65229541512
C,786170.381223919
D,415430.8157789632
A,21673.204109738166
A,184771.60396457303
C,77151.07390195619
D,408669.2768981645
D,975382.641242311
B,159450.44500563177
B,935417.6786337249
B,354389.42324894597
C,401818.49205329665
B,506100.6179446855
A,855334.5019877645
C,552597.2102297915
D,182948.07939494518
C,122555.95839363887
A,231972.01493097996
C,81229.72950832863
A,998212.5366148234
A,232150.85351132424
A,654618.1286849823
A,410558.696006882
D,813579.6419708495
C,383963.8963465636
B,527281.5331850618
D,188054.2999077176
C,719286.8200809314
B,571244.7151594775
D,812165.5572014035
C,183668.7183065363
A,506908.18866237067
D,832218.0269804625
D,856516.2603069418
D,761228.4758193806
D,271654.43126977683
A,221969.95756552852
A,331021.29715340724
D,137149.79249744586
A,99765.25814044967
B,681089.1670975944
A,950949.5338482147
D,141042.4557732437
B,612273.7715756819
A,261499.82667605477
A,503735.217550871
A,454822.71105283155
A,373195.4192192504
B,886339.5897259639
C,779791.4578034169
C,2154.292586205808
D,52936.884787535775
C,331999.1329666673
C,927699.8847821568
D,421612.2955398878
B,694987.8531917975
D,934829.7752683155
C,314502.8255187913
A,48236.82161267184
C,888931.3626575212
A,184693.38186994856
B,528114.0480423579
A,738856.0874597233
C,554848.2951322873
B,554364.7498845197
B,943340.8599394751
D,660972.8159108175
A,19643.679197623886
C,600704.3834886241
B,698232.6231573679
B,916725.855126896
B,827082.1838004738
D,319281.8173517209
C,371454.13763291814
D,232754.69797091564
A,669509.4610732633
D,95424.07454289393
C,701250.4763307086
B,313234.53014119196
C,553620.2871403584
C,444547.36945614713
B,107209.66258835296
D,369721.5792417947
B,855531.9195939895
D,64462.718847889235
B,321284.87612039194
C,831325.008652643
C,572520.1463214144
B,212927.95995701395
B,614719.656484096
A,303379.04190656415
A,874242.0509620539
A,383920.940904512
C,725500.3497102599
C,657291.2339375208
B,277288.25716832397
B,959914.3745453797
D,739318.9924638103
B,306228.8593143617
C,748616.5445170646
D,675897.414860191
C,910438.1993231956
B,408772.9019848835
A,496854.8663387514
A,790254.5849946677
D,970524.3368221613
A,885901.7633688393
D,558181.5080541702
D,648948.8127642397
A,442223.298978225
A,324753.67601203866
C,914133.1898053308
A,198329.97470052628
A,124181.06899654491
D,239202.47985149635
C,596136.2725258982
D,769469.6491837861
A,967772.7555541177
C,279170.36737087875
D,16712.877222043622
D,54341.28660574311
C,287041.1404039349
C,226537.3748554401
B,262830.37365040765
C,599045.7108302052
B,832563.2978067757
A,450695.4260051006
D,290800.41930358805
B,175683.72563445967
B,362760.5455374329
A,525141.580971318
B,321096.066109777
A,580612.3178847093
D,839377.6746192187
A,69296.6542189667
C,398171.41930118814
A,913597.5480261558
D,946658.4301132426
C,816148.2051321155
B,623164.1705290875
D,128405.29604802054
D,407854.4989756633
D,994359.6096847433
A,310336.9064932537
B,782336.8529082772
B,46726.056064166354
B,785311.0737786932
C,595629.3071883472
C,389316.1433768042
D,463243.9323746941
C,181093.23789142095
A,828769.625392021
A,217874.5365190684
C,237179.31738391652
A,358299.9814451023
D,736703.7929836025
B,888828.3300881541
B,65609.55104073163
C,666937.6342282157
D,782711.9765050941
B,82088.14243105544
A,128617.19375086689
D,119744.51426709676
D,895500.5202001517
A,766802.7424407596
D,141382.14823803565
C,988402.3474666118
A,420435.146737547
C,498800.9742653059
B,211664.46981770525
D,843120.8561138123
C,422460.21787090803
C,403995.51253401523
B,689597.6368427998
D,903733.5182467534
A,380141.34798274847
A,679353.8719669947
C,80894.28389237607
A,108417.29884859963
B,725400.4361035989
A,812601.4399003341
A,709520.5162678139
C,14012.481604313565
D,537464.797667375
D,160334.05627452323
C,916755.7186829313
C,628188.5597346778
B,556280.7666012051
A,69332.97605201993
D,679.4475348091967
B,454914.40602460154
D,168555.1572837829
B,119369.7859231151
A,545430.9503873584
B,77312.60269941765
B,423675.9493047686
A,35150.020173287834
D,581127.6455674666
C,196676.2248295968
B,536836.2691109171
D,966425.0858351539
C,709086.1346931347
D,711804.2526078374
A,195288.37500109585
B,166060.88550348041
B,417017.24833132094
B,520206.3198322448
C,414837.8933700796
C,964603.2959056488
A,74943.45727882489
C,340248.8837362713
A,742829.3850011715
B,120415.87809356081
A,616181.5117006142
A,341576.1922114102
B,721535.9431018817
B,710938.5042648595
B,497258.66911536374
C,8765.119794868047
C,377003.6745469698
C,609248.4985023789
A,944542.8218920236
C,433374.96763222327
A,193700.64851316626
C,21244.166875961644
C,766294.1124731392
D,74115.86744975651
A,456899.9870063746
B,844012.4298757793
B,218186.77041021307
D,635699.9314957138
C,887346.334865434
A,390141.0415091182
C,304220.5096835634
C,510916.9867229803
D,356873.86472862016
D,760416.0516799825
C,577597.1686531563
A,709191.7213482469
C,191163.60286604194
C,761391.545873174
C,685162.5466240699
C,281335.81920809206
B,975212.867436931
D,646508.0710832378
B,285048.9859845302
A,477894.6444345273
D,753577.2446459156
B,432058.6647746474
A,186054.6719478361
C,669914.4692934366
C,483555.32347178954
D,621940.9490085857
B,802826.3794621092
C,65833.13208789776
C,839583.5138323461
C,924313.8526276959
C,632723.9442098495
D,15404.665248212268
C,139099.1752621663
C,337656.08776874
D,364609.03938036715
A,852514.0096302574
C,328933.6563042795
C,925163.0463824817
A,425906.82722374663
B,781501.5032277066
A,22250.438112155658
B,763636.220149706
B,107052.1552683098
A,672136.77346164
C,689152.2958595824
C,733493.5642241302
C,252127.73611760675
A,116686.21508667598
C,738554.002695501
C,903768.8558104356
C,491718.04904011975
B,458516.8040902314
A,858740.7299193667
D,161639.30788316517
C,938256.5880835294
D,952981.266396216
A,140393.82339419905
D,303528.2764602928
C,724828.829955098
C,308161.19048539945
B,689395.3102389206
C,626207.9620791146
A,436156.1172568712
D,561261.5515585665
A,946712.4952520301
C,932399.8484387049
B,633726.8205692072
A,359299.3335901313
B,883417.8492774315
D,633094.9374234282
C,991485.5608378336
C,856234.5111100692
D,419044.10120910004
B,129622.63544400054
A,751897.8887911872
D,821934.4956614656
B,720361.7264089562
C,352584.3576143064
A,989936.5123986675
B,991713.031100794
B,651550.3938663793
A,623598.6803981652
D,921410.3839157076
C,218093.65054950747
C,808647.513143015
D,736001.4761301297
D,43761.134976921465
C,451171.778239988
D,181553.33696591423
D,892053.1737223207
B,100505.67204035366
D,709705.0885916391
D,460506.82019564114
D,680896.2465180963
A,822054.817238748
A,865717.8974731716
D,39343.35832252667
A,475475.25268621836
C,944870.0468511045
D,885990.7235898965
B,878153.9734042871
C,771050.0657601777
D,113998.16347149682
A,219403.9297646615
B,344879.9120807321
C,703263.3010314656
B,849414.3397404959
A,872699.7638159896
B,843173.0109987889
C,317466.5385010742
D,868109.5426524143
C,815019.7335987417
A,220673.10109291383
B,322744.068255005
D,196137.6158330429
D,906083.4410067288
A,357910.42875746527
C,670245.8427559502
D,763620.2253260594
A,992389.6373630799
B,145866.915839004
D,105300.7171651812
B,415885.7107811256
A,673203.8869686292
C,163696.70894803377
C,200223.66844273443
A,922413.8732269058
D,837763.1882707436
B,562390.932606803
B,58035.70789487778
C,581011.1939282797
C,778598.0427051248
B,847300.3628937498
A,350716.98189816234
D,712887.2015318429
A,100223.10084193508
D,669457.5860713654
A,65947.86515806984
C,617257.624119339
A,882747.8168315042
A,914175.5375118047
C,559552.0821976607
A,220914.0631194202
D,930734.6802685185
A,173547.36769162305
C,200041.17373591635
C,35841.03012133266
B,590923.2857785982
C,643057.8667632535
C,208074.90324327216
C,859093.6328509753
D,902937.9716096113
D,230692.63549755758
B,623927.1638971609
A,845937.5679387234
D,56817.40586227613
A,916301.9855652669
B,662984.5691408111
C,258716.40210918823
C,79729.78670490083
C,721119.3927970402
D,469650.9980285846
A,768230.0160672595
A,650002.6044711559
D,257143.22063516793
D,236288.35147144544
C,446871.24460908957
A,207259.06826407113
D,27795.40284077142
A,250730.17687388344
C,554087.7352725372
C,160814.89921910086
B,763133.5391431815
C,955510.231348776
A,43309.7867548744
A,529661.4225383304
B,463820.55138775415
A,636240.6670099461
B,350219.9058365918
C,998882.3743071244
D,290112.8846184437
B,895968.3682273951
B,322399.0549372293
C,507410.19030560885
B,698179.3646039556
C,477687.6552809265
B,925337.7958372021
A,910061.7017223547
B,869412.185596249
A,492124.7232666092
C,318258.00699489546
C,384133.94045767613
A,982117.7471069039
D,978575.3865894935
B,467383.78156946116
C,498442.57764418464
D,654264.8349360592
A,788591.8362194618
C,155800.42947938756
C,483742.31379857456
C,485994.63591445616
C,360953.58870079543
C,59733.34554636866
B,764639.0966376715
D,903310.6180329932
B,942457.7248989561
D,831193.8602547622
B,297461.54576116777
B,218561.76918602744
C,535370.1758990212
A,39514.45192024972
A,259732.27543312593
D,228039.28690663588
B,322763.21289997624
D,6781.999566479402
C,600589.967845426
B,221756.084443562
B,175212.4646645936
A,276155.69763182703
D,288005.50799818645
C,896561.7877394239
D,24482.535445130903
D,54170.28837896187
D,695783.0128524456
B,362275.63929003035
B,4234.445863512293
C,561311.3064836775
B,130845.92765960013
B,837153.3834757368
A,193679.61220172403
D,516177.7152967788
D,73201.43346948971
A,5865.424680956188
C,659668.4609687834
D,17989.466585205617
D,216900.92430632378
B,229225.72171081678
C,57931.90422065908
D,43257.813734813855
B,77363.04366491664
C,174708.1690621556
A,215686.56562994458
D,58656.88106420652
C,883627.0162801746
C,727270.2522793149
B,130380.16801259578
D,901091.6414398991
B,959844.4818245948
B,228802.2892477829
C,767790.1125570979
B,987527.7980971889
D,638346.5466861882
B,399662.16092405736
D,603751.5335674346
C,510196.7473225333
B,737056.5202291437
C,507847.65747568663
C,121240.03619376721
B,449515.69338283635
B,237937.63070901198
C,908290.8859594711
A,923728.2280121925
C,665399.0208656315
A,467924.7302626839
A,123182.77388648834
C,85496.89004272698
B,794559.6694929232
C,584878.2944464559
D,184980.51153995265
C,261289.3669427745
A,106203.24208530418
C,915380.9275552098
D,901938.8330509815
B,832955.8085865327
C,672341.5326446691
D,566989.942447951
B,598323.7322120331
A,267835.04975305614
D,86730.99866643119
C,737738.4635028035
A,422274.5725208489
D,439443.2223422905
B,409829.8568076232
D,451524.5083428312
A,478123.59246350435
D,810341.0457982653
D,822443.9791869101
A,863251.7304840964
B,980502.8714792934
C,555411.0723629562
C,826843.5164360005
D,468572.74552367814
D,627920.6044665717
A,87421.5854660646
A,10973.552745381143
A,750901.7909513322
B,525630.6263871145
D,816570.8924478103
A,420054.0256952865
B,420218.1991498234
C,920670.1269469317
B,822396.8567144264
C,628658.1176700515
C,380646.54881452455
B,896200.3489103696
D,455937.15599138517
A,102142.19102295607
A,366569.0514643413
C,305289.39013437537
C,830325.4674876637
C,933903.34080585
B,369318.1278979586
C,595674.671551822
C,767836.3465095271
B,348933.9204564114
B,803973.4197846458
B,570869.8221861358
B,443846.0655006794
C,342506.1892597282
D,80586.48145216284
B,200228.8472647301
C,425714.2903489639
A,836450.2630086798
D,556512.3512989073
A,961592.1613234979
A,309961.17835628556
C,560738.7010891015
C,104844.3418517635
B,906806.2686725026
C,351364.11056035955
D,104410.77168737045
B,494811.72584081633
B,245116.89599557774
D,699428.810148383
C,180977.0767826099
B,285542.2304294355
B,127601.37023392082
D,560527.9723477226
D,320864.3985219326
C,940035.5456565882
D,932274.1213645915
A,78143.38745075878
B,208586.73059893452
A,886214.5258593478
A,103642.69674980719
A,91891.1250735841
C,900235.2095409821
D,409798.1392886436
B,682635.3320116029
A,596956.509784696
A,757788.9845697238
B,291873.6890146294
B,174152.3480911209
D,554499.187681447
C,633481.8469850403
B,252382.85219838508
A,578560.936899165
C,238905.28033354852
C,801150.6284372131
C,437639.217970911
D,739324.5962494947
B,84241.49114106572
B,143464.8970601462
D,913016.5363454119
C,453535.7846744351
D,436225.9171169748
C,791706.5001554649
C,872891.6866613518
D,901303.6479151065
A,250745.07298732462
B,768471.4157380625
B,331069.7899402816
D,794522.5649041337
A,399998.6580904533
B,621064.9089901461
B,472622.5905156218
D,871030.0412268249
B,731761.6675974566
B,467522.51388151664
B,937396.8199574426
D,533129.2659113797
D,613410.3159154042
B,621862.8165011861
B,102811.82500265751
C,993383.3818796363
D,547707.8624779964
C,742698.2221540643
B,944388.5287043093
D,797532.74359011
B,849899.9859870363
C,703123.1867280862
C,14769.039134860717
A,623056.0246217013
D,433483.12583071314
B,451624.904463808
B,187466.7854138271
A,942380.6974277379
C,196335.56905164217
A,696444.8958105709
D,844905.0747855738
A,747868.418344557
A,479271.75734152173
B,53168.214466733145
B,992575.6234351436
C,317649.14782864216
B,983220.1147910617
A,80797.21644934124
D,273982.614720381
A,191400.72250663166
C,556477.1149756778
B,690985.1100758164
D,879029.4123298008
A,138988.8801330007
D,750081.3094863363
A,673638.8819522896
A,713270.2825890348
D,973706.9208547535
C,190168.28895582704
B,988128.2888274817
D,485061.8025966557
B,786906.3939653108
D,379936.3530079667
A,806340.5921935099
D,464422.0205871489
C,228722.40892386797
C,24639.45524804001
D,371756.99969186314
A,666682.886026632
D,981133.2183744379
C,73013.54335805388
C,153647.21113988754
A,139627.60097208148
A,609423.3103758877
A,445030.96247574716
C,695324.1721668984
A,458743.5704693449
B,501094.56470035063
B,179254.0651040313
A,371484.27761978086
C,731050.4728126582
D,666916.0923304914
C,115913.80879640213
B,561840.509145775
C,718746.7587695455
B,573114.2658278546
D,776765.2817849831
C,803139.7151976377
B,497423.5867714941
D,223412.92927490443
A,951500.5957274159
B,858366.8163008539
C,823712.5792532758
A,30980.782065157975
D,426600.9589748004
D,601691.0049588612
C,248658.03033141533
D,260321.1234570102
A,421223.4961316743
C,987129.9879161553
B,906610.6055793162
A,154679.59943551078
D,550742.9850251285
A,77586.34490249328
D,582975.3990607474
B,293767.88530506124
D,480005.6997653286
D,739853.7602884267
A,577753.5004129146
D,939274.6748584443
B,412785.9712119846
B,647129.9804755145
B,32962.51190475252
A,855850.8478924482
D,102188.85828537683
D,338689.86242692044
B,559951.3015477532
B,858434.509209058
A,993725.7556170743
D,814162.3400683298
D,370687.32531687565
A,788132.1693066917
C,186635.40058406958
D,347224.44710891054
C,951780.6390754061
B,7488.34288686595
C,569324.6699275513
C,840748.9064903663
B,724819.2802006053
C,823529.7895322371
B,550873.0362752916
B,603199.2153588401
C,381740.4515473105
A,448729.2895767352
C,863095.5988055095
B,331980.5585419616
B,987366.4228478284
D,396772.4967964128
D,736897.2370982723
A,938849.1938532253
B,510060.49843724497
D,503700.6253894749
D,153311.01241611046
D,328113.0257144711
A,672890.6894147001
B,897984.2694597088
D,126151.15697043699
A,297291.6835510139
A,838352.0984778896
A,186297.14360517735
A,388001.6719809055
C,804030.5363755219
B,18006.128632855776
D,702871.4760364642
D,276827.43223270576
D,782221.9823456849
C,641428.7932111892
B,595911.4984796038
D,61985.96307028381
C,348005.889443908
C,609414.7500929812
B,829287.859579612
A,788519.6259501831
A,630053.3764377412
C,197367.39765678614
D,648779.3650096983
C,347688.12665621185
A,211538.25701198302
B,942392.1438266936
D,47656.09499900525
B,974573.3057372764
A,497143.3358042242
D,649875.8751272531
B,173656.0938681323
D,287516.635637992
A,986316.8127527916
D,712263.1476103069
B,423588.16954398615
C,590329.1148826458
D,562604.1833713165
A,551123.8961929255
B,253705.70805419178
D,611238.4515625507
D,987211.9718954181
B,348075.4411739183
C,853798.902544583
B,765609.7804137288
C,587699.2472477584
C,651490.4679530776
D,329009.770547697
B,523727.26760796795
A,713900.0099113411
C,599752.2078411349
C,864435.8882410417
B,243195.9955824944
B,13645.278059317923
C,735879.8315219587
B,490178.72278483934
C,210295.67068529676
D,220215.65553047383
D,468841.94365742983
B,792878.9163126688
D,589706.8374070098
B,960777.7453439434
C,349174.75790012296
A,274676.64231606515
D,643477.1337908494
C,749882.09371906
C,142204.07371728148
D,630269.1400680442
B,22375.619152924075
A,35943.798907533965
D,22693.02197513534
A,633759.4332423421
D,945703.3678694887
A,244182.83853787827
A,369109.34384984826
A,625165.396454204
C,479813.33804375934
D,541321.4043395645
D,798252.4064932166
D,719380.9702080775
C,22340.120963189824
C,534507.2875021575
B,329513.37254820834
A,252407.44626844992
A,336150.98354224913
A,759185.7264640331
D,392728.40401447105
B,907377.9354493084
A,449979.17148746434
C,51725.56415787044
D,28940.44273225338
D,573177.4315122208
A,785654.5460316889
A,71180.6197337872
D,548078.1509050657
D,720090.3488306049
B,909570.8415809283
D,46410.23219288121
A,824769.9195951857
B,685101.8419575045
A,1362.669126379057
C,209684.32159971906
A,211185.59738731114
C,402645.2416656336
B,657519.4079039345
D,983238.7306979848
C,460705.5357341775
C,235960.06089501342
D,171.770402495941
C,460174.86131580523
B,196933.87779281512
A,944242.2837865085
B,958240.1711728807
C,132057.70676323737
B,478488.0237117622
C,108823.01892857027
B,440470.8431284061
B,101639.60290734553
D,865120.2750317692
A,660640.3055912767
D,369245.06334643636
C,499757.4820394399
D,143129.50890826058
A,932414.739718388
D,289257.0640179745
B,502180.91104940133
C,852112.8786129447
D,4726.923058437804
D,861172.4274294381
A,399048.11180787423
D,484426.81069573644
B,23499.092345801386
B,740663.0287192065
A,426899.54971415066
C,37898.912359947026
D,502970.7349604474
C,103041.2829454227
A,609343.9670458576
D,935487.11203396
D,3357.7724716844505
A,705095.5716256999
A,196011.39959555803
C,434276.2617100318
D,596713.1258608248
A,332367.74556244875
D,221002.58058964505
C,863517.253124788
D,207086.8622615928
B,119277.49184872472
C,766680.4863559356
A,362975.2782807926
D,879681.2640533439
A,962537.0644815034
B,100673.12736456424
B,647976.3832593781
A,187949.99605287667
B,597882.3453354008
A,763031.0792451514
C,244331.09233217142
A,607950.7137750216
B,316374.78936412
D,529755.3836598427
D,637714.2762478879
D,464301.25605545257
D,279856.4844454049
A,145621.14049423236
B,735916.76428544
D,355885.1482256513
D,105300.46244735047
D,344443.2988758387
D,504421.21175986534
D,275996.6066452494
A,225680.47566232286
A,960393.6369898324
B,210504.17639818962
A,802178.1137251141
D,22440.94059613966
B,230401.42886869653
C,329845.0589287848
B,174307.58583270712
B,617113.3049028269
A,456015.23174024204
C,728676.9585737789
B,693763.1463146956
A,63352.46369072167
B,906643.6283258167
D,964371.2644244838
D,558594.576925188
A,843997.1760113277
D,115453.52847168289
D,544167.2355304649
A,141118.6637426106
D,679090.5334032655
B,604845.0742781671
C,227026.30971563497
A,864549.408678085
D,914433.2386781609
C,918705.6223741631
B,550384.5190855067
C,145762.92798265698
A,113086.27490548506
D,316195.90673854883
B,569363.3089036153
C,837887.3186454142
C,270469.14896426746
D,102365.86642518087
C,565256.6688947642
D,292887.4929675076
A,496674.4645155247
B,725266.9163247822
A,228260.52920160154
B,703242.2703666206
D,655054.2008630584
D,836575.7160938559
B,325688.2796634439
D,990189.5333649269
C,865243.3600527577
D,267087.4445828011
B,140883.88591030976
B,415722.24400683923
B,486662.9417093954
A,564653.0127730119
C,763305.6371712738
B,383653.3554633844
D,816814.9365875656
B,211439.01742875593
C,52466.664143771326
A,851841.5727398325
C,424498.4924344075
D,565865.809103077
C,40892.166642645614
C,457144.12235149636
C,46772.24336784025
B,715705.4543769741
A,664688.6271759695
B,499706.9148450567
C,878740.9107197963
A,724562.0054663945
B,540823.4584027055
D,225504.2472744284
A,269183.5679868475
A,72353.52750939773
A,534912.825528405
B,12404.581848923679
B,147845.66616095463
D,402437.61197108496
A,449104.7656894995
C,299064.3801452026
D,725208.2701212136
D,971507.956272998
B,408800.4807229112
B,644407.9825097987
B,686911.400256654
A,57077.638335610194
B,616687.5801008784
A,814114.0473625261
A,736789.8884083611
A,905644.5757291685
A,496105.19744207093
C,14779.321238512888
C,577750.2023358854
D,967468.3094999756
D,231659.2025540598
C,250439.47456622517
C,826625.2991875869
C,244207.8144329226
B,230836.87589721713
A,337185.8390535422
A,902573.1607299478
D,379437.1199726036
B,387102.36706941493
B,290011.98801069916
D,318682.22764624876
C,987478.7152982153
D,262254.1000793605
A,659729.3240846125
B,755575.3408218776
A,492202.77118072874
C,928009.1381939963
A,175277.93528249825
A,68840.88248982102
B,112468.61617912995
C,764136.9555846183
A,162028.1490153541
B,682287.0400685436
D,332236.99400041305
B,166957.64237489508
C,810967.6633308504
B,261958.18153228544
B,430979.0753234116
D,349343.6368569828
D,126426.23885535209
A,266678.50147226005
D,194107.02972193473
B,759256.8562631174
B,900143.8319727406
B,343999.7025835082
D,147062.0415126005
A,132991.94362947365
C,65640.55333127339
C,71641.86922372696
D,183155.74289975778
A,41500.89429966364
B,955076.7716747845
B,392621.49281010585
D,876124.3027337161
C,140800.5867874176
D,220649.55987590208
C,309623.3674683204
A,363713.8249876499
A,88824.87539008755
B,19906.73699597778
A,714323.3598712046
A,210718.34684641767
C,709094.5617764409
A,426557.91657239397
B,306818.3332743526
D,669516.1824979086
B,609762.7984508851
A,867774.2152378763
D,145138.13698679002
A,747966.6586462297
D,798524.0711429152
A,741489.1493974192
D,401851.09863387793
C,659146.2474971279
C,487146.47731440206
A,285891.61547557596
B,852438.127512418
A,510085.64706213336
C,15280.046109079292
B,397602.383327573
D,222149.3865289278
A,408335.4747436031
B,276909.82194448763
C,151073.34216826086
B,343411.0616963937
C,668711.380360445
B,498926.48165692034
D,579366.1721424285
D,723490.9700552113
B,986704.716511694
D,956908.5947138339
B,339499.70464770676
B,628859.2766541578
B,929206.5199524962
D,795656.9648978037
A,821087.7638527944
B,154820.99846032748
D,135126.50725332665
A,667344.0862565546
D,718476.5373652555
D,479931.08064316615
B,869228.9248509338
C,356556.5854844809
D,569135.5784465926
B,879094.6350191368
A,830810.197952079
B,579873.373458004
A,297715.82787182485
A,425410.7038841681
A,116999.07602230097
C,419669.5546957737
B,177100.21227762807
A,67872.9954024071
C,713349.98374964
D,775507.7903830422
A,394942.75762239407
D,365775.1095125378
C,435034.63034501276
A,72284.16630530942
D,719379.6278481559
A,438927.92007503536
C,764236.8016216409
B,874089.401701523
D,264907.1923234332
D,681048.3789877112
D,598540.0443219674
B,332317.232265416
D,363072.9232212746
C,797154.3987316838
B,296950.1308417234
D,795173.5819286848
D,99958.52007622675
B,192926.31535700188
C,714498.9661736477
A,246150.32474730426
D,145831.29079977018
B,983079.5715488176
C,105742.67676640047
C,241132.18312206762
A,450764.8059671803
A,271131.7887854583
B,132819.1231087612
B,306283.8031529921
B,706565.4716703236
D,243912.60555916105
C,586654.009124852
D,585062.4039054281
D,857984.5774523985
C,359393.94201284146
D,575610.4207219717
A,261019.75257767952
D,45740.269453523055
A,696659.1051890325
B,337592.62148654787
D,643845.5261126722
A,355441.21331937396
C,36374.070656148724
D,183275.55632824023
C,359685.6329508732
D,91126.38495073144
C,379909.48123135394
C,321703.9341097576
B,947476.3737131137
B,147657.1790326482
B,792563.6827063893
B,753396.0806716495
B,169760.93661375614
C,820466.4925854525
C,885109.4199811262
C,917054.4668530211
C,874710.3239327703
A,311852.2157183099
A,731685.3898202241
B,931613.621109806
C,717300.6984395636
A,740376.072820853
C,928362.9598773915
A,461031.2890199415
C,741863.8593154585
C,559190.6358990362
D,896874.5290304301
C,358935.26344609715
A,434886.82686255954
D,402796.75888376945
B,446092.20582311205
A,880633.0289015746
B,532517.0707054486
A,679561.9128492494
D,437575.22293370654
B,268673.6285099867
A,151649.07354857592
A,685333.0548638494
B,195262.4860504254
D,718973.6107310377
C,918369.9947962887
B,312485.41294709366
C,309549.08861370635
D,843334.0800472427
A,557535.5850409502
D,318203.63235675544
D,767193.1534190328
D,358856.43713228585
A,123066.33197773798
A,492077.4876491133
A,770517.5632610547
B,632885.7566967913
B,439857.18702211464
A,385429.32039060583
A,1267.222697493353
C,38443.26891974215
B,779884.6743494071
C,292627.00917024334
D,459894.7860244136
C,25652.143964535855
B,748470.8664621855
D,347425.5290480428
A,355644.1447181688
B,850115.3767100852
A,158930.27977661922
B,991262.0685474041
D,525878.9767403189
A,648729.391831001
A,29917.356256974446
B,926838.5893317837
D,193663.3042701905
D,411716.26668606565
D,897350.4851380448
A,806324.1651693734
A,749401.9297483668
B,736419.0957571142
B,986847.9528052022
C,320961.7482616418
A,312677.53848104394
B,171182.60942106144
C,729527.7322609528
A,193793.97230185202
C,920392.4160843745
A,166616.51058958116
C,755441.3550076141
C,546567.7791860602
A,191837.98393233598
D,9892.2616278736
D,10996.737024344338
B,842533.7423978987
D,766715.399550951
B,761439.9233186778
C,483155.0455485725
B,442119.9415281364
C,116199.1453915796
D,712653.2704803614
C,711308.7851207061
B,741461.2532677249
D,819701.5577460221
D,760764.9059652559
D,981451.8691246527
D,894287.5474223054
D,918309.5929810795
B,116078.57529791321
B,756840.3516406673
A,162799.6079355799
C,110364.218817547
D,644125.6109702064
A,47276.80293156944
