Категория,Значение
B,325258.0268742532
B,604601.1833207736
B,793458.3223698505
C,198948.1520433509
C,87293.19308973449
C,101931.93658308109
A,165295.0760152949
C,874217.3533671361
D,209917.21765551597
C,78099.80819200157
B,741892.6339642873
C,139514.83729064628
C,647003.8009889097
B,750388.4742328734
A,684814.2858246221
B,905149.2436286933
A,889632.4248333691
B,844371.3463388622
A,265353.6603466418
C,930335.9788123664
B,875822.2171702828
D,860637.059742801
C,305789.6602063821
C,289908.66870131216
B,613702.0817557183
D,625500.3679217623
C,132477.01245521492
A,859508.1133058241
A,124296.58175410019
D,428725.0583972572
D,222640.50330226403
B,642308.4880381357
A,441455.8615476738
B,53183.35553110398
D,395072.9894562366
B,244716.60322524846
D,981828.3818832339
D,781290.445447546
A,55123.66279397862
D,360129.9753809706
D,832933.4048467473
B,450063.46103266615
A,547438.9485176918
D,88988.88850294295
A,247339.3893416007
C,458255.3228374304
A,131071.96752928563
C,324229.73000176257
A,91822.51614095138
C,708969.8878732465
C,103000.30913071889
A,242394.65954980522
C,327106.67722671526
B,659870.4994996374
C,569736.2816607913
C,42289.952190079246
C,298965.5782759422
D,410641.48709084955
B,377032.64750058175
C,891440.4030139359
B,850857.3724705183
C,218697.07648613668
B,843247.1284104435
A,724821.582132915
C,988165.0385546734
B,79531.4519250978
C,979695.7985710476
D,842992.9622267843
A,923342.664707553
D,59910.72745146486
D,604954.9536386419
A,37895.80135398163
B,952503.2664819225
A,885779.8741901268
D,624091.7975478602
B,650620.5685335047
C,777611.9264861618
A,352044.9070723565
A,647654.2815421493
A,394888.5910618627
A,569431.3907732144
C,244910.20247104412
B,522204.80961476476
C,128379.66561362069
A,940145.0778831418
A,670529.410073271
B,176291.65679111646
C,672829.1706113385
C,578291.2292745701
B,915736.1041395245
B,28821.226532463996
A,319543.1543442958
B,314997.2662147191
B,823234.7753552706
C,456509.9659743065
B,131557.42873009446
A,348187.8590738018
B,529183.4958383193
D,890647.6167968026
D,496030.7646698411
A,874550.1909419268
D,344722.7847436053
A,101617.13502859205
D,764977.7617039961
A,975904.050019678
D,100849.57077312162
B,968524.358657332
D,797342.3169852595
A,189260.01437942497
D,814374.5808847662
A,520527.1320150231
B,861751.5900766229
D,293208.19459395966
A,125723.5225422687
C,909239.8703332774
D,540789.0283909237
C,401450.9408368808
D,167680.31543055174
A,804169.8918217177
B,119058.73524304967
D,597322.713931009
D,817800.7793061476
D,982254.5062161668
C,659423.6216678146
B,251090.85935897025
C,518266.19496118784
C,537108.9942978247
D,123016.52002920161
C,668617.7969935322
A,415284.1026274436
D,241645.08754485892
D,671838.7365511459
C,133263.96601312095
B,525826.6353457106
C,170185.45645392148
B,536683.313028129
A,378922.41283655894
D,665631.4566518224
D,457578.814117657
D,460971.5527039539
B,348083.473685299
D,669618.0266546311
C,159968.68454501312
A,887469.8631388651
B,293773.4524619239
D,673734.7295968628
B,760567.8151666543
B,607951.8862460346
D,775301.352933209
A,766201.4060462607
B,426396.5909718852
A,785988.8556039875
D,549672.65076649
C,728246.4913069417
A,761878.0996286132
A,864496.5370177452
D,264733.84192456154
B,786270.0033587068
B,626218.0674269188
D,1932.5694447923647
D,392934.04698291054
C,177762.97564925902
B,892254.8826734691
A,420020.56811942847
B,414895.2381239651
A,154789.41174278595
D,740951.0181059547
A,768763.8398444753
D,862789.4879447542
C,134210.69529188456
D,43037.29842104997
A,843501.1032542299
A,139394.12777998307
A,360377.34569952084
C,651443.476176073
D,627576.6471729283
B,591618.2025673796
A,567408.2970816744
C,305810.4735794066
A,378382.54948116955
B,458618.7004530946
C,646728.8802722504
B,665389.0592699121
B,855797.7483019237
D,613153.6959294515
C,686178.738243078
C,1176.521554309806
D,645396.2799597951
A,848249.7899529078
A,932941.1439728006
C,442321.990871401
B,320183.8675052907
D,324914.04100247443
D,986477.2945802271
A,106274.11124201014
D,210187.93075830257
C,238417.60162646085
C,31925.400617629162
A,835595.7222443185
C,452994.5590742026
B,313179.5292580708
D,329137.3935552917
B,46366.308473797966
B,837010.424161829
A,765823.4407287323
D,244910.95415786302
A,965136.8108302467
B,960050.3352433087
B,269752.5293102331
A,939710.138486365
A,45659.83102065685
D,683133.1469332785
B,899536.987942551
B,437790.8871973077
D,41847.39575765162
A,909359.5641025498
A,543381.7174342173
B,939137.3439223657
B,226428.08627155275
A,722043.3188922259
C,862895.4482964043
D,423218.1966345234
A,465678.6328911009
A,715902.4578357437
B,731085.5542995115
C,439269.7635485758
C,682414.6775226358
D,680008.9355155212
A,749326.1886295306
A,642665.5837378155
A,937981.4399760723
B,553400.621994444
C,751317.3222225442
C,656099.2888307594
C,89137.72594481129
D,285070.1462314907
B,320215.97962637036
A,697901.8562185362
D,751420.960379843
C,692773.0756324595
C,812049.7742090898
B,511260.60736718617
D,19736.710256055943
C,173339.93331469645
A,679534.0162493243
B,218642.804664687
B,122482.517078637
A,463608.8101655046
A,355467.3102148611
C,713564.3626995614
A,436706.5689652999
A,297670.1001649432
B,571599.5402642384
B,70656.62670087947
B,483250.2410727886
A,968288.9376904743
A,178549.1201517523
D,81935.57565515363
D,998782.8065812518
B,630312.7219234413
D,931705.5352850554
C,369098.53289806185
D,716922.5188595965
A,955618.8858905202
B,145088.09273956946
D,750229.3561617635
C,241987.19685077108
A,246751.83613039608
D,988631.3498721413
A,536161.0978237117
D,181559.30285079946
A,168247.15681984936
B,470342.458736093
D,234937.0276558531
C,787086.7865080603
D,769232.3494410034
D,894840.7091227882
A,633996.4693151182
B,134609.50665780992
B,473448.7579380989
C,421842.37764749577
D,156093.5452210995
D,233754.71505393952
D,290889.700601195
A,719320.6666833158
A,734116.810105134
C,999843.9697291414
D,253043.67524963812
C,987529.8753138002
B,507158.84807443846
C,3241.442223153923
B,185836.886799961
C,694084.6188252543
A,785118.2206953882
B,939063.4707761153
B,795079.501108843
C,317355.6636174968
B,36094.06832763873
B,758784.4608532161
C,964838.809361183
C,763480.5599225782
D,370078.0918631242
B,889059.0294137517
B,312237.5128675026
D,529556.1578640426
D,184359.21112396193
D,431524.0195442273
A,198942.7408966331
D,279303.4402915937
D,898505.0448823295
B,422911.2892331155
A,280662.83061044296
D,484634.39250261086
D,699772.5875610171
B,387915.6627009107
A,280551.9079786051
B,655904.8203397752
B,26633.55985568361
C,667489.6073614289
A,202362.32790104736
B,296324.8048545792
D,355170.7046333685
C,671981.2669187298
B,405654.6309658616
C,978239.3562226008
A,10987.45433818249
C,536962.22847331
A,216402.67136993608
A,765886.6789245474
C,550300.7256334441
A,439783.96376504813
D,216118.56700291633
A,449645.08074559306
A,559604.6053667241
D,108406.16963054705
A,22844.294620219975
C,848529.1833058156
B,21541.44748987885
A,408124.6531217527
D,692420.0226847061
C,336360.3476814244
C,663062.8730475566
A,885251.059251706
A,563714.9634297756
D,503488.90142133075
D,800046.7977134554
C,259867.37814423876
D,844601.6390703309
D,96448.35993801281
D,545954.136813039
D,5503.751926611344
C,648921.3107329011
C,647792.4751627999
C,552613.2737805062
B,332042.05491196725
D,8202.66612253251
D,76193.70547668281
D,720744.2614070716
A,946613.7219986441
A,348092.381973576
D,567084.4929158015
C,340576.860580438
A,661356.7887723328
C,314566.9858034773
D,833093.867884358
A,778015.1641305501
C,967265.9049250737
C,429739.43059000577
C,900110.5782501936
D,564557.8510494543
B,749279.648703289
C,717423.1526961917
C,134210.79015770022
B,231709.3553732592
B,943215.2837485101
C,257949.74268938776
B,149080.0534231833
D,175798.00623720465
C,207998.02951718384
D,418580.63140125445
D,628837.4036940669
C,223888.51212456706
B,582897.1861899168
B,328941.1470216654
A,375091.3180949795
D,65547.29055992125
D,9890.789644896537
C,913910.4768466527
A,64217.79965490981
D,925499.7860813037
D,438136.04871162446
A,779490.753821089
A,952234.747655455
C,629904.8855666075
A,14230.16685494649
C,107434.87443317134
C,818295.8759223822
A,993214.5255002336
B,78025.4810616764
B,668848.562036245
B,217346.03299190526
B,118254.44156723397
C,40614.83663463439
A,840386.7316722986
B,295577.4249036882
A,886884.1540227231
B,227295.97268447056
B,351426.90587714076
D,758694.947413701
A,727096.9245778883
C,187659.39633333718
A,781981.8396697246
B,602994.750275637
A,440623.63502842584
B,460481.96681838593
D,731559.9062590903
D,962111.9337318504
C,834819.2358613381
C,447655.87068389077
D,681935.6421854175
D,355867.43935396004
A,264533.8728441018
C,556624.8868073907
B,932357.072933263
C,876904.9339376688
A,344281.45943509537
B,876643.4863477034
C,503058.42950252665
D,388.35431742090253
C,41933.63298574082
D,387031.95095782704
B,62165.31200478648
C,168930.54433327226
B,635707.5332737787
A,969809.9318052867
C,405349.44421440247
B,596776.0455935507
B,129243.95705345704
B,407414.1118538186
C,864879.6812815025
D,851205.4001036568
B,953467.4993792359
A,122659.7192481631
D,409584.92094871367
B,240805.84247282677
A,752950.9743748755
D,66036.06115863558
B,133697.31597943214
A,387066.3765587432
A,71500.63499088044
D,246204.22847189105
D,930235.5990716462
C,433314.309770515
A,533584.920726297
B,894857.4025542487
A,590265.9612980272
D,115260.68484984575
A,266520.6591878163
B,688924.4755303316
D,878160.0878073693
D,161632.96835480258
B,645765.782116569
A,903299.6002081467
C,263443.30513117055
A,118469.33185533526
C,345299.4498921751
A,976154.8956995688
D,296369.0190160199
B,824.3333482297332
A,565308.7706011792
B,243778.87340978178
A,320158.0617855143
C,137363.92600610424
B,587760.9035387058
C,247820.65962057788
A,838083.1839532891
A,109320.95361128823
B,784365.9733905358
A,584713.2841981467
B,173357.35633102388
C,482259.2525749788
A,456013.29475248983
B,693255.4610878583
B,930103.0223559538
C,141727.0567347121
C,749406.077109486
D,333067.0339514624
C,197481.64346525288
D,739416.896201959
B,696460.1657400017
D,437086.44064375554
A,712348.3320959987
A,685715.5365864262
C,794763.5548770876
B,131967.45293365253
B,930769.002665255
C,425874.31191979843
A,406950.96308722056
A,179150.93196045663
B,843100.530736798
A,283831.9029590822
B,807806.9698557415
C,994944.0963975923
A,158911.84753799913
B,665773.6035197049
A,938708.8698397974
D,561490.1234469843
A,44258.25650095816
D,984130.1935029518
B,882566.0902590648
D,896191.7822786472
D,976510.6471018093
B,55164.871956846604
A,635448.1521534591
B,615654.920407497
D,560524.5442385415
A,674074.8015270808
C,449376.9973628596
A,400366.27486927237
C,648558.9218822436
C,287494.2236217276
C,737075.995025411
D,80964.90724099913
B,659259.1563117915
B,597687.2647861846
D,180740.2069426215
C,617663.5869095214
D,860228.9674750506
C,245802.25747184502
D,820489.6402565625
A,499799.4776076007
A,1854.3451401724642
D,849209.325053329
A,372549.172143784
B,135935.272094293
A,40747.687819355226
D,144536.04942836563
D,225489.85884825667
B,27193.864203355235
B,535383.1024872684
C,328215.1547518366
B,822684.8120680134
D,376422.5199256749
A,402669.14169745916
B,673717.9668745183
D,742767.7052383776
B,761036.8007613062
C,696067.4680011058
C,60833.66779866306
B,136563.02823942114
B,697826.1255123521
C,507192.00263220345
A,895995.0750255242
C,890279.1883662966
C,798630.2124627854
D,737699.3185478202
A,157992.14360606595
C,490000.30330692476
A,414240.31619385746
D,393504.80137259536
C,645466.0697009854
B,824264.7855168311
A,18936.165816050732
A,648470.6900212406
A,32097.249232135193
A,301008.32741073234
A,943587.2458926407
B,478605.481905785
D,597731.364757709
B,581108.1081735631
D,24895.505205606572
A,118433.81053662206
A,248906.05101841956
C,989098.1300389975
A,951183.7612955035
B,724298.7421256845
D,434052.5311954422
D,82820.81016699506
B,51498.180921574654
C,584734.8604115443
C,353120.96108557057
A,857704.3820830104
C,605046.172122913
B,406950.0498543389
D,128412.02197894297
B,562853.34403715
B,887502.1525775248
D,484113.9482544763
B,532194.2193113512
B,693546.1852252134
D,314784.4720442564
B,125260.46355878473
D,203731.17007739394
B,225387.49249923285
D,863092.5142073472
D,508266.77107131947
D,218652.13846508836
B,891048.143957677
D,769235.1761183153
C,658498.6204499158
D,467092.12177789985
C,856414.0238078958
B,145913.60900787343
C,798136.2006215405
A,406455.86724588444
D,534096.9173129507
C,326419.16177617403
D,292995.5210546823
B,810058.7519705689
B,984179.7335239887
D,863194.3042130527
C,908753.0814007965
D,278744.8992597365
D,804178.8495422525
D,221452.91853307126
A,754498.2346647307
A,173346.6776015371
B,612558.6468853267
C,541884.4809234695
A,258292.86465390344
C,389121.089105484
A,715905.643217801
A,976316.5540775167
C,994705.7410668826
B,127725.62442794822
B,563870.5191130703
C,586771.923329412
A,112716.77971623262
A,201586.3159501262
A,489551.6774340566
A,877975.0417317761
C,699944.3193659554
A,480769.3392346628
C,876237.6361443229
D,276265.40257491195
C,241103.61842608862
B,557710.0977808625
C,916686.2513641758
D,433391.3986719945
D,487023.3340658667
C,715431.0632819504
C,804455.0150931197
B,879522.3116718106
A,66344.841800828
C,46065.2129760849
A,852732.0225546081
D,589412.8742754497
C,620383.9952893903
D,409974.69165384735
A,835398.5121164705
B,320620.89513106
A,109399.0268262266
B,592305.8642729966
C,139540.48478807523
D,808737.7432742362
D,490690.29605964065
D,741528.267699405
A,797848.1386349798
C,450316.21713973844
C,228242.846012219
C,342700.2768011548
D,336260.7911766358
C,865081.8140390967
C,512666.57050190814
C,310938.5744520511
D,983461.081966798
B,916179.5529882933
A,82637.94476344132
A,352001.8485702959
A,768134.636127837
D,123419.70404216474
A,253315.39008791783
D,647445.2968831968
D,694374.1319930406
B,471494.1358795062
C,726195.0572473968
D,488786.6732964959
A,534195.7030681255
D,51985.05166886913
D,136649.55135380386
A,678294.8806695535
A,423274.28538658173
A,846144.382680338
A,990328.2768340079
D,108265.16987328527
C,718529.5241671196
B,83760.92073331654
C,345516.93208738096
D,270489.4606760979
B,213924.8118166589
C,724715.7372222807
B,465149.56285617116
D,905543.9252128012
D,545093.8305628744
D,289896.9382051184
B,368638.02778922097
B,986623.3702193421
A,39182.545787616815
B,672169.2335118391
C,160918.74434861186
B,170981.04721830564
B,553374.1835910797
B,658922.1695881897
B,658471.0711010358
B,898470.4896329804
C,972146.721377375
A,433489.8460507107
A,759742.4678041767
D,391191.9159431579
D,870879.0287479338
D,473310.59505568416
B,826742.2646798324
B,688365.4270909633
D,74376.34090458456
D,987140.0609569036
C,259607.91341128587
D,331762.4788859819
A,72431.35260957202
A,666321.2766518828
B,495202.99660986924
C,193901.97697468515
C,362408.18869941816
C,50756.90306183833
D,617333.5251154136
D,107926.83410558745
C,104948.42494902501
D,418624.7420387208
C,574328.7039201093
B,100621.83020625148
B,517363.53045965155
B,735362.0896929973
D,93530.13836436407
C,373988.37775994785
A,787957.1697201062
B,526048.5365743847
A,142031.6838965402
A,746732.3762770696
D,167584.00090917337
C,96488.57589577342
A,778129.2981030017
C,915675.6498651492
A,860680.5258000962
A,917917.2828718001
A,922759.0174841243
C,47799.53034034501
A,743969.20901254
D,287839.9825783111
B,799240.1527295356
D,227324.98193518925
B,39573.28507444069
C,57152.44623540805
A,105828.81396183031
D,861763.5514567497
C,741251.4701395076
C,325946.27705922816
D,965343.4660894135
B,883998.268665526
D,810653.4613932219
A,32787.63915017857
C,679952.6070885109
C,679374.3711403008
A,174862.70180101483
C,898080.2823205646
A,401034.6249582203
D,158762.45500960917
D,337403.2030648256
D,639748.9953023103
A,953646.8942375551
D,274596.5505684959
C,464203.6612744219
B,696126.4384239996
D,189528.666009097
B,183118.63034422594
B,80569.4240151652
C,367323.8817601695
A,237683.54372486265
C,748531.2236431503
A,976871.1199365539
C,194585.0207606723
A,344762.8425811461
D,44728.47819757597
D,266109.62058266887
B,590564.5391935341
A,721860.1905395394
D,517562.3872200009
C,712404.7349750476
D,3947.646960409057
C,331596.7616771707
B,31072.662287180752
C,430609.68710826494
B,636452.6514610837
D,30330.0405619078
C,435369.2371985197
D,381585.63533181447
D,997234.0037259265
A,527583.1436777262
D,777925.8231942396
D,383907.03014197416
B,395950.42773196986
D,325269.2314414497
B,155381.26912265172
C,394200.84132010734
D,338552.96389642044
A,612853.8702698312
C,375655.9123883628
D,586489.0340309067
B,243800.9858253325
B,242887.0571672529
A,85265.76471601677
C,478526.1658149444
A,685435.2068906373
B,870148.5778514941
D,508451.5884299795
B,647134.4109474474
C,510611.83003765775
D,945016.6507627112
C,89140.91007764812
A,442204.3068059438
C,55498.99289075366
D,775667.6463598324
D,296343.9507876622
A,301726.33884313947
D,835110.7012275124
B,254863.37943959635
D,637984.1383261675
D,987627.3056035563
A,647607.7671029519
C,401772.07551673043
B,780661.2973556323
D,566411.9734549747
D,819707.4381971385
C,633579.0987624747
C,816252.4631271455
B,514111.5007139091
A,56024.68222524215
A,113082.29742704911
C,242356.7111441154
B,29973.33021762416
A,598448.0781611507
D,685638.196742119
C,636569.7039939665
C,626374.3646287457
A,78118.60370884638
C,781790.0210009785
D,950961.4012743171
D,910705.7259490973
D,729848.1915801967
A,997525.421677584
C,549940.3199192147
C,965355.8770509299
A,383318.11132000346
D,447915.89377516403
D,25539.821311109878
B,786065.5113249002
A,51665.04064206645
A,374061.54290725925
C,902170.7460875204
A,104342.14258621499
B,56067.21582031393
C,70355.476172417
C,521650.3598320872
C,746260.607761988
A,531934.894190222
C,737000.6905199452
D,787735.1772061696
D,70037.05246767667
C,697982.5918789227
B,581414.5817161015
B,560187.6851072052
B,661427.4967671338
B,543328.4021770243
D,611339.1620984165
B,314984.5013247079
D,177779.42582547123
D,737573.6622067752
D,225540.5136844023
C,131681.88925186676
B,315085.34525648836
C,404814.05453639594
D,330057.46500215074
D,938815.5325136251
A,93007.7212955448
D,787757.9171720331
D,640912.92885723
D,704624.7045894152
C,294071.02620203106
C,615137.6154512063
B,164393.85004049967
A,250437.97128720614
A,226315.95693869033
A,238752.57007198525
D,796598.5983749338
D,797430.6358278806
C,142252.58625739478
B,720285.8901671615
C,984419.5631220656
C,603238.7405606811
B,846149.2464270944
D,553882.3356846101
D,212953.27701761445
A,919043.4160377024
A,813247.8166906943
A,59961.8032221384
C,342844.54644359986
D,97553.94515469573
D,603868.2403263178
A,327516.2465424449
D,530306.04456432
A,925965.1617005981
A,666681.2035798457
C,684168.1795260173
C,865468.0948286185
C,580410.3376221191
B,793482.709991854
B,252240.38503641367
C,669739.7753842524
A,951358.8363730649
A,978884.4826804306
B,562861.4508587699
D,263619.693527994
C,593506.3321993599
A,447373.7144360307
C,4241.778253290973
A,420176.9707904812
B,218597.92960479253
C,5778.178461482653
B,688998.9585966329
C,435636.0615343227
A,152919.96781460958
B,972486.0597773831
B,811236.8936654812
A,106274.66765353466
D,214331.29123318917
A,884566.8357234151
D,412265.11765892594
A,506807.7520748491
A,889945.5102649872
B,923822.3057072368
D,114116.81235077276
C,540899.588258671
A,594996.7258971254
A,513181.6187405539
B,880410.0919751511
D,960535.5681795697
C,928145.9354539833
D,656821.4436080199
B,626087.8684385356
D,713296.5939133324
C,599127.5258540307
C,166486.98590559675
A,725380.2803678097
D,861533.7667311954
A,255561.8388124139
C,761741.081233415
A,607499.6380842183
B,91064.17911414377
B,113479.75738676386
B,359424.3629999929
A,121723.51475555077
B,641601.7700139264
B,131969.52849383702
A,321258.5691408312
B,147964.33210738914
A,22455.10671715889
A,10465.100380289472
D,82425.08361665101
B,610978.4291503155
C,614350.4396114029
A,670259.9817229058
A,15162.898245245415
C,786504.5979012051
A,751495.9498526459
A,888679.3742018023
D,843189.133852037
B,737368.3764241458
D,552935.619463139
D,840722.798481779
C,710434.0596100125
D,273502.1452078419
D,5401.561048214654
D,696328.5220085765
A,357340.2762929565
B,261301.55788947872
C,913416.6415125082
D,593954.94899763
C,401010.9781584158
A,558838.6724151314
A,302831.96194521035
D,378346.01246124366
A,323127.9790106819
B,667485.6057551973
A,714019.7654792425
A,475424.57021324744
A,925787.6587573749
C,267503.1093040887
C,463819.4364101542
B,405937.3961409767
B,487595.5753384734
C,460449.4243482232
C,981760.798023134
B,880638.587166469
C,364218.0734077394
B,175905.17111711734
C,480473.4801114787
C,839694.9903682683
D,61239.24610614451
B,700082.4076546644
D,863957.5423579534
C,135215.51174936251
B,952875.6812345455
B,573284.5362398603
D,401789.41150644934
A,71588.70957122187
C,280197.58516718243
C,664369.0495800065
D,730796.0456520858
D,291548.3024333639
D,219193.9902407478
B,697989.9759990785
D,841855.5490820082
A,738513.73741648
A,327999.3200334673
D,268458.75015528384
D,139899.93483987072
C,602522.9330073277
C,959823.9775169949
C,408999.1217431944
D,721623.229773465
A,456802.3445669556
D,667111.5084339835
D,101597.54061975802
A,395222.8563991693
B,439744.3944740881
C,201251.7324308386
C,264487.77135056624
B,415116.14936600305
A,339024.63476117596
C,578509.9326201256
D,161073.34382010953
A,764427.2432621535
A,437633.5738319411
C,730332.7089918017
D,32312.65992005261
C,762173.3373193793
C,99313.32095464018
D,588076.0143285336
B,981812.4458345936
C,885520.3177600303
A,439611.34628993156
D,271325.0628998417
C,248750.7327973445
B,636976.548772411
C,402969.7888970878
A,667577.855093546
C,909900.0257114148
D,153389.59097026582
D,129652.26597594937
A,414394.29229938996
A,620926.9262401885
C,139439.66082417514
A,330786.8276390906
C,566838.4895042141
A,551073.2762164664
A,446546.7920600872
C,300862.7463088356
A,51752.49690777506
C,465884.6708034555
B,315593.89955536486
C,347822.3617277172
B,313398.63281278213
C,787053.5768325096
A,582244.9647447956
A,981555.758169087
C,433633.8452266945
B,956416.8654169063
C,231805.99676091486
A,298644.57605141815
D,42536.72852236534
A,982830.5856780144
A,618946.0757357327
D,31514.764708718834
D,278719.2291667692
A,319579.67446344957
B,867921.3855077001
A,27603.68060495666
B,817310.0028539434
B,793330.5143315188
D,327741.29212381353
A,391554.19071351684
C,324326.2591463871
A,510657.81533111964
C,559220.4373854429
B,462534.3026843508
D,128403.32723219205
D,991285.7505017522
B,816432.8794183661
B,976005.7249035558
A,744644.9843344914
A,25835.159791325223
C,290329.2637109284
D,406287.438346848
A,13366.4510675221
A,573683.0646321052
C,230865.3655658548
A,301420.7994450759
C,323976.5829289833
C,977014.1627168577
A,810466.319989238
C,649328.2348391605
B,576978.9523732346
B,207075.6701251344
D,168006.89090922638
C,694485.2230451587
C,664650.0909133225
B,88762.37987173063
C,981251.5026684906
B,21773.05422726672
D,94303.9384640706
B,738076.2759130516
C,949854.2127660183
B,563910.1053274104
C,708683.6680851397
C,961414.1367350415
A,176849.1645568736
B,558906.1782743547
A,962414.5735392565
B,35325.058742890935
D,506368.7165950774
C,565140.8490482398
B,94682.56416984566
C,26464.368175886822
B,311564.8042793393
B,212784.38916782194
A,714397.4761101599
A,304278.1896651798
B,137601.9994405141
B,24567.674629524918
D,639146.2392032467
C,71213.11495337923
A,64094.43796686898
B,968287.552289292
B,232754.8957305029
B,875938.0336547868
C,483214.4866353264
B,97306.26886463922
A,807822.9081921387
A,517196.2561980501
A,44467.81567532765
A,322054.8286020904
D,717682.1095349918
C,834586.9848798858
C,419413.76709208364
B,918040.2920997395
A,481139.37570552743
A,739929.9327732349
A,675667.1024477618
C,1060.078691605515
D,451881.2467532802
A,289978.90309962817
B,346644.5164296372
A,580295.9990889177
C,393004.4268129217
D,669995.4465304613
B,516888.36700382235
C,557904.007678195
C,424411.8417186472
A,276348.78372825234
C,520973.7314953986
C,420802.64273063163
B,960164.6297393526
A,658796.6026940488
A,551254.816285237
B,535976.7133093236
B,235489.40878060053
A,544530.7690815243
C,110678.83890915164
D,221232.8641511696
C,826845.0235810588
C,892716.5942277376
C,521745.70813803736
B,251277.33482920556
C,590556.7067722442
B,968620.0964936544
D,392209.21814861556
D,898301.8617585371
A,818667.7395322357
B,884061.647532862
C,931005.312891346
C,738428.0530795901
D,77103.65005944287
C,689140.5410543593
C,832153.9576316811
D,699170.747873778
B,292007.5504516909
D,622294.8171272086
D,612880.3192727427
C,342629.31086285843
A,700934.494791051
D,76904.62453860059
C,803271.9168062769
C,473872.6898287595
A,882599.8559002243
C,126855.19862487105
B,926297.7423898056
D,705966.3800805254
D,189550.5769386505
D,595870.0599660163
C,68202.98355264531
C,991661.8181223532
A,983590.3386797324
B,163161.18066641584
B,508740.7617381362
C,247599.5972652646
C,53558.61637199777
D,980462.3895326299
A,180938.30227939124
C,963597.2516485006
B,500449.640939702
D,224533.00374401853
A,513461.05980185297
D,259473.84839010966
C,867207.8966974904
D,178590.43861692082
A,483005.65363206284
A,231756.6092440003
A,284248.11785168946
A,461615.75728532457
C,469492.7931623002
B,676260.7555376221
D,564918.0354084611
B,517078.8365334221
C,360915.4963373504
C,632013.1734993743
A,120761.214870295
D,229746.14663241932
A,731561.6955156268
A,770699.2827294389
A,881706.6863179667
B,381242.45851822046
A,801670.7122042086
D,324588.32396094315
B,796308.5294005536
B,684066.3978575827
A,245082.53733835527
A,324529.66132589336
B,763528.6867811219
B,957410.7740106153
C,413962.7337908038
D,223150.59129149062
D,628795.299509095
C,714664.8324135687
D,401765.06603347394
C,210634.43758559332
A,914301.8324218888
A,15056.897652095613
B,608218.6938192984
D,402509.9900808551
C,266373.5238684033
C,715699.5593769761
B,607656.4806827196
C,681369.3368938472
C,146042.344930855
D,510887.3969001925
B,698562.5935899646
B,242694.55246405757
A,712321.4071784917
B,438412.283127126
C,428973.37922283565
C,408113.24609722674
B,92251.6831638881
C,116714.33559391953
A,233861.79451052914
C,590531.6737994775
B,880494.6927117333
C,308791.07160471164
B,554084.7477100902
B,833229.5093931629
D,214181.95704524635
B,647027.3535106945
D,289622.10195652395
C,321536.5642170077
A,874436.613249721
B,438386.4984517816
A,462732.3963644132
A,648438.313739351
C,337157.1251155282
