Категория,Значение
B,582557.8630749105
D,433435.5168512013
D,221355.6145405926
C,172294.466957008
B,737809.5016537154
C,649452.8042726028
C,466574.80389720417
D,153530.14020919055
B,271376.53936854977
C,648453.97948423
D,792475.6144513534
A,128858.62359400047
D,207551.75923915725
D,282027.38169948704
D,672836.5016443835
A,355051.3490404549
D,620544.7864813984
A,261076.21006789317
D,893043.5738723766
B,133973.15444485113
D,904668.5376864432
B,817043.1472165113
D,5652.276513748556
B,720709.1255443521
D,313242.07418795204
B,471546.28860908287
C,882270.2170848429
B,868637.7996568695
B,32727.395529788428
D,721565.7212153961
D,38011.477012621865
C,264918.240908556
B,951496.6205473924
B,110353.31334487008
B,519699.7142397775
B,820715.590683832
D,947884.9760468161
D,677208.3350742228
B,851962.1748107742
C,683980.8308874107
C,957598.8992337303
D,698132.7572277723
D,883590.03594278
C,353771.05789237586
A,625402.417952152
D,950867.0462181419
B,447889.94351081346
C,152460.51295598174
C,97582.77939077941
A,296252.8269216408
C,241366.91229235075
D,182859.2575979735
D,880028.8458066278
C,984130.7484849803
A,417916.1391764348
B,502574.4611852506
C,318124.89948254783
D,157700.71211836644
A,162600.437483739
B,695902.9840325321
C,30362.436614510658
D,923788.560176991
A,859533.7477330033
A,966466.5819683989
B,755772.6707324043
D,423123.99043615
B,985919.717065302
A,582389.5439593146
A,742256.9996804664
D,436267.7846153058
C,643530.9405791825
B,265581.77872209984
A,783281.4635228247
A,64685.87039939566
D,3027.0852820296623
A,388077.315235265
B,309794.1388635295
D,109687.44030793943
A,196327.14893723003
C,967091.4224167264
C,634327.8369727249
C,638225.7745078428
C,474678.9805791822
C,871244.121079463
C,217138.08500007135
B,709905.0160617189
D,670766.014746922
D,688628.2879831807
C,801683.3125426689
B,317013.6359013244
A,831637.6403138317
A,827403.8665898452
D,551470.6566132345
D,682529.553532643
B,929198.2093409682
C,751565.0667839738
B,300596.8387862671
B,586685.9513954148
D,140462.14412205672
A,76458.52778073703
C,121184.11159895104
D,668346.9737139285
D,372196.6920039309
D,389616.7594766633
C,585330.9955950229
B,736299.3323270743
B,850521.2996723566
C,2955.85717759983
A,701357.8119825037
A,476935.78831320046
A,901122.7627137175
D,305945.9498910453
B,389946.94020892837
D,80068.31157138094
B,643135.3067789712
B,130449.35158193293
B,679994.1573348594
D,437224.1777014345
A,891972.8405983518
C,682474.8989421052
A,67073.86356831845
B,475156.5272957523
A,768374.1382389058
C,71238.63815317689
C,369512.81702403084
A,389161.8325474947
C,394615.73365757096
D,921566.1751338354
D,992359.1363139418
D,113125.81542127786
B,382533.7203177266
C,78683.49668280172
C,182249.79447964873
A,138394.85144390262
A,671064.9403425417
A,619401.3546113493
C,793091.2098077255
A,986527.0677492191
B,802362.7563919153
B,619599.7161833161
C,31065.473294929037
A,395427.8305330472
A,330313.27083341044
A,753967.6817545677
D,900235.5978127635
B,226927.18383424403
B,738743.7756052805
D,258989.85238932283
B,188189.66480098732
A,699440.864092502
D,997977.210628934
B,51732.518383062255
D,726304.2311721041
B,167214.29974441536
A,786381.1831748303
A,941330.1762637709
D,733590.0356426545
D,167943.1130937411
C,109642.65199737145
B,73037.38909088154
C,251125.00175324403
A,997364.9141128445
D,969675.3716425272
C,827881.0325232714
C,424141.5431912366
A,732320.6877864329
A,503482.0780477196
B,432985.40342791367
D,999399.5931766949
C,871163.182095813
A,632266.7118445557
D,311455.4889202891
D,644270.2744828702
A,645468.3447698026
C,249710.118080512
B,598869.7180799886
C,202165.61398268805
A,845889.7555803718
B,556858.842360107
D,152386.46424396374
B,729620.0100167315
A,935136.7661728944
B,51646.42734864267
B,459019.8273676123
C,541218.3626879231
C,942830.3515200941
A,203746.74790868186
A,758865.3114433569
A,234199.82658754758
D,796659.845704019
B,303497.83771823446
B,596774.1018127878
A,733238.3866888102
D,525861.8464370848
B,667507.6446603681
A,352496.0900691478
A,980164.9625597149
B,100746.91570488492
D,345911.0378021909
D,352284.4027990101
C,953666.4390126278
A,855712.5750073448
B,538745.9096605703
B,949605.34699612
A,627370.7681896185
A,980080.9900587372
A,216338.31406742675
A,432683.9378444738
B,209072.667832093
D,883320.0117861575
B,830330.0659572058
C,55331.7706571993
C,271810.68881377554
C,442727.05247464316
C,874301.9507157208
A,564565.577629109
C,371692.3608241447
A,222038.6022234897
C,830771.9671819275
D,981243.1871709926
A,383151.00735203765
A,283051.4912333781
C,611764.5040161172
B,997991.0069651564
D,184930.26956443404
D,978051.4483211113
B,739024.3011535378
D,367049.61419508466
A,592782.3243090904
B,552698.7707199302
A,165823.39291637295
A,769557.4592523146
C,124958.87262980643
A,477140.68352083175
A,451962.0125992119
B,400845.5618507427
A,890120.3714761626
C,739911.7711728431
C,452698.22979342856
A,454148.2483067456
D,499359.1774391688
B,158655.97860815693
C,561173.6579161586
C,336750.5103704759
D,725035.077832486
D,560741.8523364502
C,154042.6142561374
D,746069.1855244655
D,543719.3719848549
D,621047.4490373989
C,894423.8518901638
D,894970.2049146392
A,275156.64807755523
D,67922.26136233259
B,583167.306012735
A,696539.7111343106
D,156807.44360945353
B,382452.70634246274
B,902441.5777270368
A,934436.499195882
D,118540.46713582678
B,540134.1936639313
A,194911.16356072656
B,159145.4887758945
D,916723.2129620776
C,699830.3152806283
A,931780.0133172196
A,191464.0583758973
A,856865.4037481501
D,829820.1196598087
C,330552.1694350149
D,517487.92382284737
A,384937.7151104021
A,758647.3599722305
B,214153.62713699916
D,109577.84481165955
C,153813.77354933988
A,805860.9991906154
D,347260.9117712241
A,185621.51116958715
C,125651.10317018225
D,188224.97649012104
A,812348.7110677945
D,30402.913152642763
D,415694.25652282324
D,158384.83912236878
D,833236.4743507378
A,265172.616889546
B,651401.1380159856
B,951259.7303673815
C,786961.3736804035
C,231352.5354388426
B,59729.22768694522
C,184244.60731883242
B,337646.65839809435
B,967068.3804276636
D,197834.14026268377
D,990546.5340525489
C,818601.6922654156
D,788653.6918686287
A,218598.8045328333
A,862579.3698513348
A,555779.4765418291
D,234934.12898610588
B,394484.8259873782
B,760235.3859201528
C,721922.0912091318
A,919251.7450847066
C,556592.0097558899
A,689437.7211012148
D,367565.3362222027
B,134313.2785033223
C,118675.81259362392
C,959496.1003298026
D,944892.7146322023
A,722283.3259833268
B,626768.4266932809
C,214482.7477412091
C,284818.64071628096
B,162897.14659251086
D,798166.2559382477
B,274383.63823695667
C,45336.87525099883
A,61449.14184346029
A,337823.1896435173
B,884355.2519567827
D,407860.1463754284
C,914052.3391013924
C,945418.3566427649
D,813205.9044206468
C,632656.4958129206
A,147849.39096985184
B,989267.770524128
D,266456.35221935925
A,692726.2513587651
B,392370.06184137746
D,850270.5121439183
D,491987.5202590861
C,636375.1849861249
A,975490.1076167846
D,563490.2172312113
C,239356.31481153352
A,16679.79008852938
C,592702.5890275757
D,902020.3030051164
B,857237.3822726703
B,188286.61741690512
C,188902.44665434485
B,554621.8757877236
A,751538.6153681438
C,56756.7772555766
C,594755.2961666282
C,168829.15716558744
C,929345.4779587357
C,531691.1298367155
C,375837.8444093197
D,535794.3655770823
B,15338.063104240573
A,15909.545421852967
A,989502.2130252026
C,927201.0731172687
B,189541.93403309415
A,525024.625103821
D,665197.1730745957
C,142223.41790879934
D,289971.4753243269
D,949003.5928403313
D,672320.871360848
C,373297.29699048883
C,643925.1800062114
B,909753.2461247775
D,233744.17060840112
C,444432.9181718635
C,937765.8529775318
D,163285.77831127777
D,809626.7374514672
C,632624.3306206902
C,672991.8764110979
B,464993.36808172986
D,576678.8539347299
A,511973.65542871674
C,949430.0294063991
A,771420.3881133068
D,997443.3949413927
D,222803.29457308433
A,18222.411495617762
C,372674.09340857185
A,54991.99718136427
B,478779.1488676516
A,400830.40110044286
A,218848.3336529452
C,403458.8445277629
C,899506.1155666515
C,637980.0041810935
D,651153.5021286595
C,656662.8845653554
B,514221.69757275213
D,962781.9765618602
C,973489.7092776336
B,165906.065391349
A,505495.05695658195
B,453736.9221478321
B,115453.06238745335
A,66763.88961083003
D,836721.4068024361
C,381451.28849320865
A,844947.2636910335
A,318686.13046211656
C,269059.54159463505
C,270706.018790122
C,978127.8622575989
D,546832.2129758409
D,55228.79823807958
D,1126.1713335097845
C,368164.68837732007
C,273123.90541931574
C,36285.75421045532
B,791450.4880672764
A,867110.4293977743
B,423971.388846521
C,772097.6524531033
D,972545.9589971206
B,337734.7085377144
D,440793.9829177628
B,58814.5952862148
A,372759.6317231546
D,384021.16350958415
D,42251.05249930694
C,522532.14049017924
A,997585.8230466375
C,46368.45394581879
B,743860.2748339016
C,471780.8029379296
C,313663.56891350524
A,517999.9800646603
A,419397.36547322525
B,218284.13089744904
D,342012.4899152659
B,253477.89859097902
B,568962.7777001142
B,937770.1020984029
B,272717.19233782345
A,148563.55448903824
C,722200.4542700951
A,912304.4954505307
A,358492.02153431816
D,174154.46412902646
C,351651.3437599882
C,424905.94479988806
C,124397.705058915
C,968486.8699134407
C,286674.66851904424
D,719641.6813688464
C,883836.4659027668
D,682150.0748755533
A,444590.6585286974
A,102703.03082340548
A,228866.50852456636
D,887274.214126964
A,791792.6551124569
A,291285.3326669653
B,944837.2081586862
B,177835.44628854774
C,731955.251723978
C,23418.182738925265
C,864302.2501416246
A,553852.7162415782
C,380163.09495691844
A,433093.55993828014
A,359441.0425741579
D,472319.3876921491
B,667716.8287307324
C,257246.3463358169
B,359020.55940003163
C,591077.6201746953
B,392752.9853539389
D,888029.0655962704
B,771447.2839913295
B,923535.5714359432
B,100932.88135126155
C,817096.8866511483
B,881631.0655349545
B,324815.05737418495
C,467751.9643743143
C,373456.17685694376
B,221509.51003190855
A,222247.1719768102
C,338242.8925401968
D,704661.5165694247
A,817770.3036147451
C,227806.5701666717
A,944956.925260178
C,876891.8435752684
A,46674.39842638521
D,593021.67350444
D,548147.707336518
D,829684.2516041389
A,789574.0842346685
D,740477.3594929717
A,922705.4299138349
D,933907.7826931474
B,69615.9551805372
B,272629.4734930247
A,665659.163617569
C,501758.78396104235
B,665983.7769856825
A,737765.4280491773
B,660463.1824709891
C,104409.91893740604
A,677989.4316722443
B,353343.20419939305
C,698163.5786312385
A,771791.7292201176
D,318061.19383152184
A,220219.99731946018
C,816090.941187689
C,619489.9275180745
C,67237.64400510624
B,359789.5828575977
A,562528.8983637166
C,524371.0911166704
D,226100.1977791708
A,492910.2241700587
D,608361.8663940987
C,694802.3793501082
D,288220.5955691102
C,421004.4497575083
C,940146.6428935961
C,282890.84681577503
C,238185.42987979142
D,469970.8739610905
A,728036.0566759884
D,419668.64359419764
A,422598.658269782
C,986034.5673690125
C,449767.1204768496
C,213629.43786257572
A,973017.340144505
A,585339.0580111669
A,683413.4901281978
B,685804.8596676121
A,327976.1584178761
B,450001.1614122469
D,192910.34340047263
B,127888.29039987648
D,713664.7141311069
A,421874.3058773864
A,872312.926836276
C,74789.67417057148
A,555185.1780719764
D,57316.93325530707
A,19660.435151814483
D,728583.8704605063
C,591758.994764263
A,954665.9174715126
A,794154.6691993767
A,868672.7471423942
B,564306.5775806067
C,872206.19958372
C,722937.7356453259
D,38933.68487403226
B,763281.6713606152
D,968701.121833681
A,199119.17739127693
A,891531.3986364057
D,37379.354993473
D,153982.86246780047
B,343625.3279889858
D,528591.0483379678
B,569872.9219059637
B,728306.4337469784
D,340031.8261122953
A,928710.9881537262
B,183261.9304459223
B,823265.837915615
B,264232.8070326192
D,510497.5549195682
C,761062.8357254562
B,382982.69475017575
A,889923.4990348221
B,403146.93283255276
C,359788.8443651651
C,671909.6803149221
A,924042.7283658535
D,718279.0678076847
C,693181.9926402824
A,683970.0061659246
C,965857.9070010483
B,404956.9512930558
B,474319.9948698483
B,821359.2018493753
D,770104.0638122273
A,981899.5679437516
C,639279.5710359679
D,312355.53005318216
A,943017.4812809643
A,412062.34458324255
B,325103.8014004468
A,804241.8159879985
C,840412.2832894322
B,883828.2456117211
D,301087.0234550469
B,687273.8776176036
D,488256.6186514518
C,400259.2813054726
C,45042.344874528186
A,703907.1213118772
B,231858.98950406004
D,250642.70875365936
A,309890.139428076
B,251826.59644730433
B,485829.3617385011
B,451326.8603493534
A,909238.1860517825
C,18328.77811322786
D,887337.8952922092
A,812604.4156357
A,837466.7633478962
A,907638.94286593
B,533211.3638188663
C,492275.3480184431
D,837829.2548336525
A,494796.16278941795
C,326886.64651214104
B,439166.6333115123
C,118885.87711829513
D,651758.9260816016
D,339271.3293919689
B,621789.8125303906
B,660998.1955467074
C,27344.7434443036
C,522815.10492295027
C,539141.818462092
B,492361.8456006827
A,484185.8520736695
A,40105.265621583785
A,873347.6847251622
D,411116.90045895113
C,586461.0668289633
B,827093.093305633
D,166842.95513253333
A,398989.0494282965
A,746663.9379782663
D,318493.173330155
D,499777.5040266955
B,599593.4035461756
C,370864.72783501254
B,631386.3282743716
B,843720.8046382013
D,583605.8077043858
B,656303.2378364443
D,474751.57473136263
C,440049.7712459013
A,891693.4084458305
D,293720.69001822174
A,275197.78654150193
D,292193.3954835024
A,394101.2130393623
D,34829.769071723524
A,494606.4816243814
C,884186.7968792252
A,413762.8082275132
D,500920.0109463219
A,400656.6927016489
C,664580.7286544931
D,166706.43307726763
B,242111.89641891816
C,59830.32378270292
B,876014.2247454377
A,947667.3401333323
B,434970.05784125096
A,270880.7125994805
A,598213.9207875228
A,988469.1101929388
B,67496.59500935556
C,967802.110206724
C,331.1001971250116
B,143501.7045249013
A,782387.1761387882
A,676060.2349825872
D,435770.3278629944
D,485601.3954240255
D,910468.1053887901
A,231088.35765320435
B,231089.7481317805
D,670745.2685465593
A,432239.90650449187
D,392257.5805639647
C,716144.004065665
D,65019.46175393991
C,349762.39956007735
D,223076.51245208614
B,399510.7880438993
D,871346.645631317
A,85784.9377649923
A,843305.4661324751
D,868761.5445537779
B,381167.4430958288
B,639170.9748647776
A,984957.3024462942
A,947169.4018077712
C,325408.00126380584
A,835735.8827165419
B,3103.746329994994
B,626543.5771450943
D,694900.0160234765
D,819471.5373002596
C,995729.287557019
B,695999.1965936748
B,971362.5279197425
C,603456.0515028243
D,378591.2870499406
D,886384.3251957867
A,118285.63323638697
B,332412.1621423335
D,635825.0635654974
C,176597.81689703645
C,939434.0594791864
B,196813.8511669334
A,702901.7183038681
D,863046.9361675847
B,918893.4007057226
C,407611.32713278604
D,893231.361930695
B,29805.574676569413
B,870721.9728859463
C,802876.8707252046
B,71872.66195663344
B,157592.99489228308
C,446357.11581044836
B,797467.8550461609
C,35139.1790185368
B,951576.1263938049
B,923928.6436469903
C,237083.15875041985
A,872701.5798295992
B,387867.5622855571
D,756346.3639504088
B,772106.2573335128
C,760387.2321114124
C,504221.67237535276
B,541396.7988195494
A,577078.9235809039
A,149036.0763858173
B,461068.56886586535
C,9925.472456620455
D,436385.0023332326
C,477116.57310420176
A,985135.5833131426
A,200782.0485700649
D,160370.8867077508
A,436514.20535741193
B,305853.5866201776
B,336617.44009275496
C,183093.39476736786
D,977497.5390529995
C,621710.4884152577
A,134639.52430892322
A,675839.3635977921
B,973676.0945186333
A,332530.7061551338
D,799532.288418883
D,999975.0409260788
A,354065.2387066402
D,490931.18994159903
C,680679.5179600862
D,284592.9990554738
A,992405.5417934674
D,765220.1761460162
B,679010.8433254663
A,712053.9492822787
C,354878.19040559145
C,885969.0597066027
B,533295.5060903796
A,788171.8596682468
B,700496.6739338208
A,126130.46848648257
D,123573.89471399282
D,481157.72486966813
B,789998.5751261964
A,217802.242712149
D,61770.28195273748
B,983028.652881518
B,427814.92327661207
A,168937.84229313213
A,610689.0717341808
A,962450.9757749077
B,750844.5914185232
C,566259.9945469535
C,781262.3035569239
B,428027.4801087558
D,757020.0102390755
B,375729.64081786684
B,3200.316145899218
A,243777.28103673103
A,311496.5015315934
C,716612.9618103976
D,238940.27175914933
C,522194.80058127345
A,583584.5560200952
B,887533.6471691174
C,820823.7358610131
A,164160.3614984254
A,46627.57988213473
A,805429.4462483597
C,34952.12430162131
A,717891.8256300476
B,573678.1939815321
A,941820.2604384726
C,544406.2235315781
A,610973.3288719387
B,81947.22651005893
C,854496.0190252383
B,216366.98843840897
C,713972.9191499201
A,54743.33324684322
C,618183.2444080098
B,853754.7770721413
A,907506.3358581798
A,895390.5202193946
D,4627.321936306772
C,275061.63736018084
B,536408.6085148662
A,11039.067033440042
A,169641.55922644676
D,547505.6863006097
D,273287.1603973327
D,335780.84439127165
A,296904.49655224907
D,60751.159494325635
D,733493.9953844763
A,335011.78687765356
A,839493.743915245
B,352250.43385652377
C,67100.68521971758
D,132485.80271360322
D,762682.3459625919
C,986057.5679908992
D,254510.5263332531
A,282992.24088521337
A,705648.4595124607
A,765458.9943230213
C,581869.5772089856
B,946690.2223178047
B,184505.7130585872
D,159127.83519089458
C,532696.459954452
A,138350.52336395037
A,491500.38071862323
D,552035.8566394706
D,214049.28703796034
A,943560.9073026205
B,355703.63736251096
A,636287.1704702716
C,996233.9009295272
C,11107.554541190279
A,706436.281549301
C,195258.24964326533
D,938988.6102406068
D,711471.8143764575
C,754150.3890467876
B,185257.51709916073
C,371377.8568989356
D,69256.5695885865
B,888575.784596362
A,640649.1781195387
A,359412.32530700264
A,156021.7852544582
B,837999.7080063645
D,260855.63040202996
D,396755.2244893576
A,525048.471389035
B,25091.852295597517
A,280533.1767368847
B,480176.48723178054
D,424450.8098784483
B,404503.75280917325
B,824019.9494057553
A,260754.93518722127
D,916229.597174871
C,860882.750134316
C,376366.92305254063
C,545230.2862068675
D,873167.0944627612
A,901870.2051092843
B,107791.80113013287
A,324163.86174403457
A,829683.1192681334
B,925700.2149365913
B,897119.1450747136
B,155445.87143150368
D,837381.2352344223
D,37274.47538163608
B,522158.7893511305
C,515242.80685583904
A,693690.2752042093
D,205448.31449402845
B,537321.2688524905
C,514153.03310699866
B,198783.66833508865
C,43564.29542083773
B,63178.735681725055
B,21952.00293210331
C,744970.3711722179
B,548813.8051685272
A,871246.7164974748
D,463893.26323356526
A,381420.44349962054
D,996227.6113853848
C,414798.1860317057
B,242375.10951958396
D,79283.249965043
C,491217.2545075071
B,255170.62353044728
A,520830.50545955065
A,876796.25607582
C,544979.6164375969
A,54370.93287789363
A,920609.9597620105
A,712180.1658405405
D,179217.0797372139
B,192236.23297486082
C,325907.8091401932
D,476849.603991643
B,402167.3945728794
B,369048.25975105306
C,380103.1477212016
A,745038.4514252071
B,903388.4060686338
A,124981.46008149069
A,52863.74640117464
B,998326.7593471925
C,751408.1575385483
A,863243.8419002319
A,482844.4991079089
B,678011.2179396985
A,498309.5956442104
C,933118.1565902252
D,89786.046518603
A,627807.0544605249
D,261950.40883059395
B,838724.4947673882
D,25851.11589346345
C,201387.49864454707
A,721427.9390818495
B,650944.5518948981
D,24310.593654361503
C,524910.931185013
C,475707.580193137
C,52315.13164257096
A,265597.518404569
C,107990.11958651783
D,108899.46041676146
D,525057.142265775
C,3311.0591666127843
A,54888.61521379962
D,951345.1005341364
C,471001.22600958694
C,480517.6563498016
C,670600.7233836319
C,395699.24954866356
D,383295.79387370293
A,615553.097019323
D,435538.932437297
B,359311.1046002061
B,363089.52151515405
B,404365.93740109936
C,487738.6343048511
C,400393.4473388223
A,109621.57166529252
B,355523.3402456405
C,506856.58620356297
B,49798.45172979447
D,279984.3623392548
C,118380.76423638655
C,967659.9184985573
A,802393.3040865466
C,828435.8361043014
B,446285.79341241746
B,106572.41702197063
B,496491.11815831217
D,935039.1248702419
C,755623.5102276821
D,410939.0402945033
D,407578.3375254322
C,648241.0269504493
B,896167.7598534618
C,855113.9688184949
C,367415.7297507061
C,2270.63119327342
D,110149.79250632717
A,289744.6946515022
B,293921.81352969224
B,929441.2077479019
A,798595.0878507517
B,300930.4380667154
D,92729.39501054189
D,962653.3875305995
D,999455.479891705
A,331482.58586361865
B,730808.6348503042
D,860226.2686537373
C,906389.1874586133
A,952373.8567874992
D,531551.5598763808
D,375469.67315321043
A,75980.95854829045
B,499733.81896349665
A,374839.1536698301
B,319108.3610791472
C,298094.91505510086
B,752870.6271482551
B,642054.9042171943
B,997221.2339310548
C,552719.646259472
C,632861.8908178336
C,450803.416973215
A,447048.6215170152
B,973198.8654095625
D,403966.1972648226
B,56099.58044812946
C,722415.2976192356
C,813804.3553384646
B,275657.8190271759
A,666420.0996824473
D,811856.4713402835
D,538873.3480889068
D,420479.81517158216
A,597697.3199574221
A,525799.2466001525
D,461824.3870817912
D,673134.8591142748
C,881054.3916991332
C,27100.262487213313
A,976265.1077281644
A,992296.4784311249
B,161432.40697662276
D,951650.8083842624
D,380248.7106052297
C,800483.9557121476
D,24914.715913077813
C,52673.27678968492
B,924313.3747229584
D,619846.5210098374
C,217448.3588063817
D,493545.7747012577
B,915000.4841607432
C,935974.0807628544
A,839993.86705453
A,63411.580368173294
